cmun_id,cmun_cedoid,cmun_edoname,cmun_mpioid,cmun_mpioname,cmun_cabeceraid,cmun_cabeceraname
1073,20,Oaxaca,58,Mazatlán Villa de Flores,1,Mazatlán Villa de Flores
1074,20,Oaxaca,59,Miahuatlán de Porfirio Díaz,1,Miahuatlán de Porfirio Díaz
1075,20,Oaxaca,60,Mixistlán de la Reforma,1,Mixistlán de la Reforma
1076,20,Oaxaca,61,Monjas,1,Monjas
1077,20,Oaxaca,62,Natividad,1,Natividad
1078,20,Oaxaca,63,Nazareno Etla,1,Nazareno Etla
1079,20,Oaxaca,64,Nejapa de Madero,1,Nejapa de Madero
1080,20,Oaxaca,65,Ixpantepec Nieves,1,Ixpantepec Nieves
1081,20,Oaxaca,66,Santiago Niltepec,1,Santiago Niltepec
1082,20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez
1083,20,Oaxaca,68,Ocotlán de Morelos,1,Ocotlán de Morelos
1084,20,Oaxaca,69,La Pe,1,La Pe
1085,20,Oaxaca,70,Pinotepa de Don Luis,1,Pinotepa de Don Luis
1086,20,Oaxaca,71,Pluma Hidalgo,1,Pluma Hidalgo
1087,20,Oaxaca,72,San José del Progreso,1,San José del Progreso
1088,20,Oaxaca,73,Putla Villa de Guerrero,1,Putla Villa de Guerrero
1089,20,Oaxaca,74,Santa Catarina Quioquitani,1,Santa Catarina Quioquitani
1090,20,Oaxaca,75,Reforma de Pineda,1,Reforma de Pineda
1091,20,Oaxaca,76,La Reforma,1,La Reforma
1092,20,Oaxaca,77,Reyes Etla,1,Reyes Etla
1093,20,Oaxaca,78,Rojas de Cuauhtémoc,1,Rojas de Cuauhtémoc
1094,20,Oaxaca,79,Salina Cruz,1,Salina Cruz
1095,20,Oaxaca,80,San Agustín Amatengo,1,San Agustín Amatengo
1096,20,Oaxaca,81,San Agustín Atenango,1,San Agustín Atenango
1097,20,Oaxaca,82,San Agustín Chayuco,1,San Agustín Chayuco
1098,20,Oaxaca,83,San Agustín de las Juntas,1,San Agustín de las Juntas
1099,20,Oaxaca,84,San Agustín Etla,1,San Agustín Etla
1100,20,Oaxaca,85,San Agustín Loxicha,1,San Agustín Loxicha
1101,20,Oaxaca,86,San Agustín Tlacotepec,1,San Agustín Tlacotepec
1102,20,Oaxaca,87,San Agustín Yatareni,1,San Agustín Yatareni
1103,20,Oaxaca,88,San Andrés Cabecera Nueva,1,San Andrés Cabecera Nueva
1104,20,Oaxaca,89,San Andrés Dinicuiti,1,San Andrés Dinicuiti
1105,20,Oaxaca,90,San Andrés Huaxpaltepec,1,San Andrés Huaxpaltepec
1106,20,Oaxaca,91,San Andrés Huayápam,1,San Andrés Huayápam
1107,20,Oaxaca,92,San Andrés Ixtlahuaca,1,San Andrés Ixtlahuaca
1108,20,Oaxaca,93,San Andrés Lagunas,1,San Andrés Lagunas
1109,20,Oaxaca,94,San Andrés Nuxiño,1,San Andrés Nuxiño
1110,20,Oaxaca,95,San Andrés Paxtlán,1,San Andrés Paxtlán
1111,20,Oaxaca,96,San Andrés Sinaxtla,1,San Andrés Sinaxtla
1112,20,Oaxaca,97,San Andrés Solaga,1,San Andrés Solaga
1113,20,Oaxaca,98,San Andrés Teotilálpam,1,San Andrés Teotilálpam
1114,20,Oaxaca,99,San Andrés Tepetlapa,1,San Andrés Tepetlapa
1115,20,Oaxaca,100,San Andrés Yaá,1,San Andrés Yaá
1116,20,Oaxaca,101,San Andrés Zabache,1,San Andrés Zabache
1117,20,Oaxaca,102,San Andrés Zautla,1,San Andrés Zautla
1118,20,Oaxaca,103,San Antonino Castillo Velasco,1,San Antonino Castillo Velasco
1119,20,Oaxaca,104,San Antonino el Alto,1,San Antonino el Alto
1120,20,Oaxaca,105,San Antonino Monte Verde,1,San Antonino Monte Verde
1121,20,Oaxaca,106,San Antonio Acutla,1,San Antonio Acutla
1122,20,Oaxaca,107,San Antonio de la Cal,1,San Antonio de la Cal
1123,20,Oaxaca,108,San Antonio Huitepec,1,San Antonio Huitepec
1124,20,Oaxaca,109,San Antonio Nanahuatípam,1,San Antonio Nanahuatípam
1125,20,Oaxaca,110,San Antonio Sinicahua,1,San Antonio Sinicahua
1126,20,Oaxaca,111,San Antonio Tepetlapa,1,San Antonio Tepetlapa
1127,20,Oaxaca,112,San Baltazar Chichicápam,1,San Baltazar Chichicápam
1128,20,Oaxaca,113,San Baltazar Loxicha,1,San Baltazar Loxicha
1129,20,Oaxaca,114,San Baltazar Yatzachi el Bajo,1,San Baltazar Yatzachi el Bajo
1130,20,Oaxaca,115,San Bartolo Coyotepec,1,San Bartolo Coyotepec
1131,20,Oaxaca,116,San Bartolomé Ayautla,1,San Bartolomé Ayautla
1132,20,Oaxaca,117,San Bartolomé Loxicha,1,San Bartolomé Loxicha
1133,20,Oaxaca,118,San Bartolomé Quialana,1,San Bartolomé Quialana
1134,20,Oaxaca,119,San Bartolomé Yucuañe,1,San Bartolomé Yucuañe
1135,20,Oaxaca,120,San Bartolomé Zoogocho,1,San Bartolomé Zoogocho
1136,20,Oaxaca,121,San Bartolo Soyaltepec,1,San Bartolo Soyaltepec
1137,20,Oaxaca,122,San Bartolo Yautepec,1,San Bartolo Yautepec
1138,20,Oaxaca,123,San Bernardo Mixtepec,1,San Bernardo Mixtepec
1139,20,Oaxaca,124,Heroica Villa de San Blas Atempa,1,Heroica Villa de San Blas Atempa
1140,20,Oaxaca,125,San Carlos Yautepec,1,San Carlos Yautepec
1141,20,Oaxaca,126,San Cristóbal Amatlán,1,San Cristóbal Amatlán
1142,20,Oaxaca,127,San Cristóbal Amoltepec,1,San Cristóbal Amoltepec
1143,20,Oaxaca,128,San Cristóbal Lachirioag,1,San Cristóbal Lachirioag
1144,20,Oaxaca,129,San Cristóbal Suchixtlahuaca,1,San Cristóbal Suchixtlahuaca
1145,20,Oaxaca,130,San Dionisio del Mar,1,San Dionisio del Mar
1146,20,Oaxaca,131,San Dionisio Ocotepec,1,San Dionisio Ocotepec
1147,20,Oaxaca,132,San Dionisio Ocotlán,1,San Dionisio Ocotlán
1148,20,Oaxaca,133,San Esteban Atatlahuca,1,San Esteban Atatlahuca
1149,20,Oaxaca,134,San Felipe Jalapa de Díaz,1,San Felipe Jalapa de Díaz
1150,20,Oaxaca,135,San Felipe Tejalápam,1,San Felipe Tejalápam
1151,20,Oaxaca,136,San Felipe Usila,1,San Felipe Usila
1152,20,Oaxaca,137,San Francisco Cahuacuá,1,San Francisco Cahuacuá
1153,20,Oaxaca,138,San Francisco Cajonos,1,San Francisco Cajonos
1154,20,Oaxaca,139,San Francisco Chapulapa,1,San Francisco Chapulapa
1155,20,Oaxaca,140,San Francisco Chindúa,1,San Francisco Chindúa
1156,20,Oaxaca,141,San Francisco del Mar,36,San Francisco del Mar
1157,20,Oaxaca,142,San Francisco Huehuetlán,1,San Francisco Huehuetlán
1158,20,Oaxaca,143,San Francisco Ixhuatán,1,San Francisco Ixhuatán
1159,20,Oaxaca,144,San Francisco Jaltepetongo,1,San Francisco Jaltepetongo
1160,20,Oaxaca,145,San Francisco Lachigoló,1,San Francisco Lachigoló
1161,20,Oaxaca,146,San Francisco Logueche,1,San Francisco Logueche
1162,20,Oaxaca,147,San Francisco Nuxaño,1,San Francisco Nuxaño
1163,20,Oaxaca,148,San Francisco Ozolotepec,1,San Francisco Ozolotepec
1164,20,Oaxaca,149,San Francisco Sola,1,San Francisco Sola
1165,20,Oaxaca,150,San Francisco Telixtlahuaca,1,San Francisco Telixtlahuaca
1166,20,Oaxaca,151,San Francisco Teopan,1,San Francisco Teopan
1167,20,Oaxaca,152,San Francisco Tlapancingo,1,San Francisco Tlapancingo
1168,20,Oaxaca,153,San Gabriel Mixtepec,1,San Gabriel Mixtepec
1169,20,Oaxaca,154,San Ildefonso Amatlán,1,San Ildefonso Amatlán
1170,20,Oaxaca,155,San Ildefonso Sola,1,San Ildefonso Sola
1171,20,Oaxaca,156,San Ildefonso Villa Alta,1,San Ildefonso Villa Alta
1172,20,Oaxaca,157,San Jacinto Amilpas,1,San Jacinto Amilpas
1173,20,Oaxaca,158,San Jacinto Tlacotepec,1,San Jacinto Tlacotepec
1174,20,Oaxaca,159,San Jerónimo Coatlán,1,San Jerónimo Coatlán
1175,20,Oaxaca,160,San Jerónimo Silacayoapilla,1,San Jerónimo Silacayoapilla
1176,20,Oaxaca,161,San Jerónimo Sosola,1,San Jerónimo Sosola
1177,20,Oaxaca,162,San Jerónimo Taviche,1,San Jerónimo Taviche
1178,20,Oaxaca,163,San Jerónimo Tecóatl,1,San Jerónimo Tecóatl
1179,20,Oaxaca,164,San Jorge Nuchita,1,San Jorge Nuchita
1180,20,Oaxaca,165,San José Ayuquila,1,San José Ayuquila
1181,20,Oaxaca,166,San José Chiltepec,1,San José Chiltepec
1182,20,Oaxaca,167,San José del Peñasco,1,San José del Peñasco
1183,20,Oaxaca,168,San José Estancia Grande,1,San José Estancia Grande
1184,20,Oaxaca,169,San José Independencia,1,San José Independencia
1185,20,Oaxaca,170,San José Lachiguiri,1,San José Lachiguiri
1186,20,Oaxaca,171,San José Tenango,1,San José Tenango
1187,20,Oaxaca,172,San Juan Achiutla,1,San Juan Achiutla
1188,20,Oaxaca,173,San Juan Atepec,1,San Juan Atepec
1189,20,Oaxaca,174,Ánimas Trujano,1,Ánimas Trujano
1190,20,Oaxaca,175,San Juan Bautista Atatlahuca,1,San Juan Bautista Atatlahuca
1191,20,Oaxaca,176,San Juan Bautista Coixtlahuaca,1,San Juan Bautista Coixtlahuaca
1192,20,Oaxaca,177,San Juan Bautista Cuicatlán,1,San Juan Bautista Cuicatlán
1193,20,Oaxaca,178,San Juan Bautista Guelache,1,San Juan Bautista Guelache
1194,20,Oaxaca,179,San Juan Bautista Jayacatlán,1,San Juan Bautista Jayacatlán
1195,20,Oaxaca,180,San Juan Bautista Lo de Soto,1,San Juan Bautista Lo de Soto
1196,20,Oaxaca,181,San Juan Bautista Suchitepec,1,San Juan Bautista Suchitepec
1197,20,Oaxaca,182,San Juan Bautista Tlacoatzintepec,1,San Juan Bautista Tlacoatzintepec
1198,20,Oaxaca,183,San Juan Bautista Tlachichilco,1,San Juan Bautista Tlachichilco
1199,20,Oaxaca,184,San Juan Bautista Tuxtepec,1,San Juan Bautista Tuxtepec
1200,20,Oaxaca,185,San Juan Cacahuatepec,1,San Juan Cacahuatepec
1201,20,Oaxaca,186,San Juan Cieneguilla,1,San Juan Cieneguilla
1202,20,Oaxaca,187,San Juan Coatzóspam,1,San Juan Coatzóspam
1203,20,Oaxaca,188,San Juan Colorado,1,San Juan Colorado
1204,20,Oaxaca,189,San Juan Comaltepec,1,San Juan Comaltepec
1205,20,Oaxaca,190,San Juan Cotzocón,1,San Juan Cotzocón
1206,20,Oaxaca,191,San Juan Chicomezúchil,1,San Juan Chicomezúchil
1207,20,Oaxaca,192,San Juan Chilateca,1,San Juan Chilateca
1208,20,Oaxaca,193,San Juan del Estado,1,San Juan del Estado
1209,20,Oaxaca,194,San Juan del Río,1,San Juan del Río
1210,20,Oaxaca,195,San Juan Diuxi,1,San Juan Diuxi
1211,20,Oaxaca,196,San Juan Evangelista Analco,1,San Juan Evangelista Analco
1212,20,Oaxaca,197,San Juan Guelavía,1,San Juan Guelavía
1213,20,Oaxaca,198,San Juan Guichicovi,1,San Juan Guichicovi
1214,20,Oaxaca,199,San Juan Ihualtepec,1,San Juan Ihualtepec
1215,20,Oaxaca,200,San Juan Juquila Mixes,1,San Juan Juquila Mixes
1216,20,Oaxaca,201,San Juan Juquila Vijanos,1,San Juan Juquila Vijanos
1217,20,Oaxaca,202,San Juan Lachao,1,San Juan Lachao
1218,20,Oaxaca,203,San Juan Lachigalla,1,San Juan Lachigalla
1219,20,Oaxaca,204,San Juan Lajarcia,1,San Juan Lajarcia
1220,20,Oaxaca,205,San Juan Lalana,1,San Juan Lalana
1221,20,Oaxaca,206,San Juan de los Cués,1,San Juan de los Cués
1222,20,Oaxaca,207,San Juan Mazatlán,1,San Juan Mazatlán
1223,20,Oaxaca,208,San Juan Mixtepec,1,San Juan Mixtepec Distrito 08
1224,20,Oaxaca,209,San Juan Mixtepec,1,San Juan Mixtepec Distrito 26
1225,20,Oaxaca,210,San Juan Ñumí,1,San Juan Ñumí
1226,20,Oaxaca,211,San Juan Ozolotepec,1,San Juan Ozolotepec
1227,20,Oaxaca,212,San Juan Petlapa,1,San Juan Petlapa
1228,20,Oaxaca,213,San Juan Quiahije,1,San Juan Quiahije
1229,20,Oaxaca,214,San Juan Quiotepec,1,San Juan Quiotepec
1230,20,Oaxaca,215,San Juan Sayultepec,1,San Juan Sayultepec
1231,20,Oaxaca,216,San Juan Tabaá,1,San Juan Tabaá
1232,20,Oaxaca,217,San Juan Tamazola,1,San Juan Tamazola
1233,20,Oaxaca,218,San Juan Teita,1,San Juan Teita
1234,20,Oaxaca,219,San Juan Teitipac,1,San Juan Teitipac
1235,20,Oaxaca,220,San Juan Tepeuxila,1,San Juan Tepeuxila
1236,20,Oaxaca,221,San Juan Teposcolula,1,San Juan Teposcolula
1237,20,Oaxaca,222,San Juan Yaeé,1,San Juan Yaeé
1238,20,Oaxaca,223,San Juan Yatzona,1,San Juan Yatzona
1239,20,Oaxaca,224,San Juan Yucuita,1,San Juan Yucuita
1240,20,Oaxaca,225,San Lorenzo,1,San Lorenzo
1241,20,Oaxaca,226,San Lorenzo Albarradas,1,San Lorenzo Albarradas
1242,20,Oaxaca,227,San Lorenzo Cacaotepec,1,San Lorenzo Cacaotepec
1243,20,Oaxaca,228,San Lorenzo Cuaunecuiltitla,1,San Lorenzo Cuaunecuiltitla
1244,20,Oaxaca,229,San Lorenzo Texmelúcan,1,San Lorenzo Texmelúcan
1245,20,Oaxaca,230,San Lorenzo Victoria,1,San Lorenzo Victoria
1246,20,Oaxaca,231,San Lucas Camotlán,1,San Lucas Camotlán
1247,20,Oaxaca,232,San Lucas Ojitlán,1,San Lucas Ojitlán
1248,20,Oaxaca,233,San Lucas Quiaviní,1,San Lucas Quiaviní
1249,20,Oaxaca,234,San Lucas Zoquiápam,1,San Lucas Zoquiápam
1250,20,Oaxaca,235,San Luis Amatlán,1,San Luis Amatlán
1251,20,Oaxaca,236,San Marcial Ozolotepec,1,San Marcial Ozolotepec
1252,20,Oaxaca,237,San Marcos Arteaga,1,San Marcos Arteaga
1253,20,Oaxaca,238,Heroico San Martín de los Cansecos,1,Heroico San Martín de los Cansecos
1254,20,Oaxaca,239,San Martín Huamelúlpam,1,San Martín Huamelúlpam
1255,20,Oaxaca,240,San Martín Itunyoso,1,San Martín Itunyoso
1256,20,Oaxaca,241,San Martín Lachilá,1,San Martín Lachilá
1257,20,Oaxaca,242,San Martín Peras,1,San Martín Peras
1258,20,Oaxaca,243,San Martín Tilcajete,1,San Martín Tilcajete
1259,20,Oaxaca,244,San Martín Toxpalan,1,San Martín Toxpalan
1260,20,Oaxaca,245,San Martín Zacatepec,1,San Martín Zacatepec
1261,20,Oaxaca,246,San Mateo Cajonos,1,San Mateo Cajonos
1262,20,Oaxaca,247,Capulálpam de Méndez,1,Capulálpam de Méndez
1263,20,Oaxaca,248,San Mateo del Mar,1,San Mateo del Mar
1264,20,Oaxaca,249,San Mateo Yoloxochitlán,1,San Mateo Yoloxochitlán
1265,20,Oaxaca,250,San Mateo Etlatongo,1,San Mateo Etlatongo
1266,20,Oaxaca,251,San Mateo Nejápam,1,San Mateo Nejápam
1267,20,Oaxaca,252,San Mateo Peñasco,1,San Mateo Peñasco
1268,20,Oaxaca,253,San Mateo Piñas,1,San Mateo Piñas
1269,20,Oaxaca,254,San Mateo Río Hondo,1,San Mateo Río Hondo
1270,20,Oaxaca,255,San Mateo Sindihui,1,San Mateo Sindihui
1271,20,Oaxaca,256,San Mateo Tlapiltepec,1,San Mateo Tlapiltepec
1272,20,Oaxaca,257,San Melchor Betaza,1,San Melchor Betaza
1273,20,Oaxaca,258,San Miguel Achiutla,1,San Miguel Achiutla
1274,20,Oaxaca,259,San Miguel Ahuehuetitlán,1,San Miguel Ahuehuetitlán
1275,20,Oaxaca,260,San Miguel Aloápam,1,San Miguel Aloápam
1276,20,Oaxaca,261,San Miguel Amatitlán,1,San Miguel Amatitlán
1277,20,Oaxaca,262,San Miguel Amatlán,1,San Miguel Amatlán
1278,20,Oaxaca,263,San Miguel Coatlán,1,San Miguel Coatlán
1279,20,Oaxaca,264,San Miguel Chicahua,1,San Miguel Chicahua
1280,20,Oaxaca,265,San Miguel Chimalapa,1,San Miguel Chimalapa
1281,20,Oaxaca,266,San Miguel del Puerto,1,San Miguel del Puerto
1282,20,Oaxaca,267,San Miguel del Río,1,San Miguel del Río
1283,20,Oaxaca,268,San Miguel Ejutla,1,San Miguel Ejutla
1284,20,Oaxaca,269,San Miguel el Grande,1,San Miguel el Grande
1285,20,Oaxaca,270,San Miguel Huautla,1,San Miguel Huautla
1286,20,Oaxaca,271,San Miguel Mixtepec,1,San Miguel Mixtepec
1287,20,Oaxaca,272,San Miguel Panixtlahuaca,1,San Miguel Panixtlahuaca
1288,20,Oaxaca,273,San Miguel Peras,1,San Miguel Peras
1289,20,Oaxaca,274,San Miguel Piedras,1,San Miguel Piedras
1290,20,Oaxaca,275,San Miguel Quetzaltepec,1,San Miguel Quetzaltepec
1291,20,Oaxaca,276,San Miguel Santa Flor,1,San Miguel Santa Flor
1292,20,Oaxaca,277,Villa Sola de Vega,1,Villa Sola de Vega
1293,20,Oaxaca,278,San Miguel Soyaltepec,1,Temascal
1294,20,Oaxaca,279,San Miguel Suchixtepec,1,San Miguel Suchixtepec
1295,20,Oaxaca,280,Villa Talea de Castro,1,Villa Talea de Castro
1296,20,Oaxaca,281,San Miguel Tecomatlán,1,San Miguel Tecomatlán
1297,20,Oaxaca,282,San Miguel Tenango,1,San Miguel Tenango
1298,20,Oaxaca,283,San Miguel Tequixtepec,1,San Miguel Tequixtepec
1299,20,Oaxaca,284,San Miguel Tilquiápam,1,San Miguel Tilquiápam
1300,20,Oaxaca,285,San Miguel Tlacamama,1,San Miguel Tlacamama
1301,20,Oaxaca,286,San Miguel Tlacotepec,1,San Miguel Tlacotepec
1302,20,Oaxaca,287,San Miguel Tulancingo,1,San Miguel Tulancingo
1303,20,Oaxaca,288,San Miguel Yotao,1,San Miguel Yotao
1304,20,Oaxaca,289,San Nicolás,1,San Nicolás
1305,20,Oaxaca,290,San Nicolás Hidalgo,1,San Nicolás Hidalgo
1306,20,Oaxaca,291,San Pablo Coatlán,1,San Pablo Coatlán
1307,20,Oaxaca,292,San Pablo Cuatro Venados,1,San Pablo Cuatro Venados
1308,20,Oaxaca,293,San Pablo Etla,1,San Pablo Etla
1309,20,Oaxaca,294,San Pablo Huitzo,1,San Pablo Huitzo
1310,20,Oaxaca,295,San Pablo Huixtepec,1,San Pablo Huixtepec
1311,20,Oaxaca,296,San Pablo Macuiltianguis,1,San Pablo Macuiltianguis
1312,20,Oaxaca,297,San Pablo Tijaltepec,1,San Pablo Tijaltepec
1313,20,Oaxaca,298,San Pablo Villa de Mitla,1,San Pablo Villa de Mitla
1314,20,Oaxaca,299,San Pablo Yaganiza,1,San Pablo Yaganiza
1315,20,Oaxaca,300,San Pedro Amuzgos,1,San Pedro Amuzgos
1316,20,Oaxaca,301,San Pedro Apóstol,1,San Pedro Apóstol
1317,20,Oaxaca,302,San Pedro Atoyac,1,San Pedro Atoyac
1318,20,Oaxaca,303,San Pedro Cajonos,1,San Pedro Cajonos
1319,20,Oaxaca,304,San Pedro Coxcaltepec Cántaros,1,San Pedro Coxcaltepec Cántaros
1320,20,Oaxaca,305,San Pedro Comitancillo,1,San Pedro Comitancillo
1321,20,Oaxaca,306,San Pedro el Alto,1,San Pedro el Alto
1322,20,Oaxaca,307,San Pedro Huamelula,1,San Pedro Huamelula
1323,20,Oaxaca,308,San Pedro Huilotepec,1,San Pedro Huilotepec
1324,20,Oaxaca,309,San Pedro Ixcatlán,1,San Pedro Ixcatlán
1325,20,Oaxaca,310,San Pedro Ixtlahuaca,1,San Pedro Ixtlahuaca
1326,20,Oaxaca,311,San Pedro Jaltepetongo,1,San Pedro Jaltepetongo
1327,20,Oaxaca,312,San Pedro Jicayán,1,San Pedro Jicayán
1328,20,Oaxaca,313,San Pedro Jocotipac,1,San Pedro Jocotipac
1329,20,Oaxaca,314,San Pedro Juchatengo,1,San Pedro Juchatengo
1330,20,Oaxaca,315,San Pedro Mártir,1,San Pedro Mártir
1331,20,Oaxaca,316,San Pedro Mártir Quiechapa,1,San Pedro Mártir Quiechapa
1332,20,Oaxaca,317,San Pedro Mártir Yucuxaco,1,San Pedro Mártir Yucuxaco
1333,20,Oaxaca,318,San Pedro Mixtepec,1,San Pedro Mixtepec Distrito 22
1334,20,Oaxaca,319,San Pedro Mixtepec,1,San Pedro Mixtepec Distrito 26
1335,20,Oaxaca,320,San Pedro Molinos,1,San Pedro Molinos
1336,20,Oaxaca,321,San Pedro Nopala,1,San Pedro Nopala
1337,20,Oaxaca,322,San Pedro Ocopetatillo,1,San Pedro Ocopetatillo
1338,20,Oaxaca,323,San Pedro Ocotepec,1,San Pedro Ocotepec
1339,20,Oaxaca,324,San Pedro Pochutla,1,San Pedro Pochutla
1340,20,Oaxaca,325,San Pedro Quiatoni,1,San Pedro Quiatoni
1341,20,Oaxaca,326,San Pedro Sochiápam,1,San Pedro Sochiápam
1342,20,Oaxaca,327,San Pedro Tapanatepec,1,San Pedro Tapanatepec
1343,20,Oaxaca,328,San Pedro Taviche,1,San Pedro Taviche
1344,20,Oaxaca,329,San Pedro Teozacoalco,1,San Pedro Teozacoalco
1345,20,Oaxaca,330,San Pedro Teutila,1,San Pedro Teutila
1346,20,Oaxaca,331,San Pedro Tidaá,1,San Pedro Tidaá
1347,20,Oaxaca,332,San Pedro Topiltepec,1,San Pedro Topiltepec
1348,20,Oaxaca,333,San Pedro Totolápam,1,San Pedro Totolápam
1349,20,Oaxaca,334,Villa de Tututepec,1,Villa de Tututepec
1350,20,Oaxaca,335,San Pedro Yaneri,1,San Pedro Yaneri
1351,20,Oaxaca,336,San Pedro Yólox,1,San Pedro Yólox
1352,20,Oaxaca,337,San Pedro y San Pablo Ayutla,1,San Pedro y San Pablo Ayutla
1353,20,Oaxaca,338,Villa de Etla,1,Villa de Etla
1354,20,Oaxaca,339,San Pedro y San Pablo Teposcolula,1,San Pedro y San Pablo Teposcolula
1355,20,Oaxaca,340,San Pedro y San Pablo Tequixtepec,1,San Pedro y San Pablo Tequixtepec
1356,20,Oaxaca,341,San Pedro Yucunama,1,San Pedro Yucunama
1357,20,Oaxaca,342,San Raymundo Jalpan,1,San Raymundo Jalpan
1358,20,Oaxaca,343,San Sebastián Abasolo,1,San Sebastián Abasolo
1359,20,Oaxaca,344,San Sebastián Coatlán,1,San Sebastián Coatlán
1360,20,Oaxaca,345,San Sebastián Ixcapa,1,San Sebastián Ixcapa
1361,20,Oaxaca,346,San Sebastián Nicananduta,1,San Sebastián Nicananduta
1362,20,Oaxaca,347,San Sebastián Río Hondo,1,San Sebastián Río Hondo
1363,20,Oaxaca,348,San Sebastián Tecomaxtlahuaca,1,San Sebastián Tecomaxtlahuaca
1364,20,Oaxaca,349,San Sebastián Teitipac,1,San Sebastián Teitipac
1365,20,Oaxaca,350,San Sebastián Tutla,1,San Sebastián Tutla
1366,20,Oaxaca,351,San Simón Almolongas,1,San Simón Almolongas
1367,20,Oaxaca,352,San Simón Zahuatlán,1,San Simón Zahuatlán
1368,20,Oaxaca,353,Santa Ana,1,Santa Ana
1369,20,Oaxaca,354,Santa Ana Ateixtlahuaca,1,Santa Ana Ateixtlahuaca
1370,20,Oaxaca,355,Santa Ana Cuauhtémoc,1,Santa Ana Cuauhtémoc
1371,20,Oaxaca,356,Santa Ana del Valle,1,Santa Ana del Valle
1372,20,Oaxaca,357,Santa Ana Tavela,1,Santa Ana Tavela
1373,20,Oaxaca,358,Santa Ana Tlapacoyan,1,Santa Ana Tlapacoyan
1374,20,Oaxaca,359,Santa Ana Yareni,1,Santa Ana Yareni
1375,20,Oaxaca,360,Santa Ana Zegache,1,Santa Ana Zegache
1376,20,Oaxaca,361,Santa Catalina Quierí,1,Santa Catalina Quierí
1377,20,Oaxaca,362,Santa Catarina Cuixtla,1,Santa Catarina Cuixtla
1378,20,Oaxaca,363,Santa Catarina Ixtepeji,1,Santa Catarina Ixtepeji
1379,20,Oaxaca,364,Santa Catarina Juquila,1,Santa Catarina Juquila
1380,20,Oaxaca,365,Santa Catarina Lachatao,1,Santa Catarina Lachatao
1381,20,Oaxaca,366,Santa Catarina Loxicha,1,Santa Catarina Loxicha
1382,20,Oaxaca,367,Santa Catarina Mechoacán,1,Santa Catarina Mechoacán
1383,20,Oaxaca,368,Santa Catarina Minas,1,Santa Catarina Minas
1384,20,Oaxaca,369,Santa Catarina Quiané,1,Santa Catarina Quiané
1385,20,Oaxaca,370,Santa Catarina Tayata,1,Santa Catarina Tayata
1386,20,Oaxaca,371,Santa Catarina Ticuá,1,Santa Catarina Ticuá
1387,20,Oaxaca,372,Santa Catarina Yosonotú,1,Santa Catarina Yosonotú
1388,20,Oaxaca,373,Santa Catarina Zapoquila,1,Santa Catarina Zapoquila
1389,20,Oaxaca,374,Santa Cruz Acatepec,1,Santa Cruz Acatepec
1390,20,Oaxaca,375,Santa Cruz Amilpas,1,Santa Cruz Amilpas
1391,20,Oaxaca,376,Santa Cruz de Bravo,1,Santa Cruz de Bravo
1392,20,Oaxaca,377,Santa Cruz Itundujia,1,Santa Cruz Itundujia
1393,20,Oaxaca,378,Santa Cruz Mixtepec,1,Santa Cruz Mixtepec
1394,20,Oaxaca,379,Santa Cruz Nundaco,1,Santa Cruz Nundaco
1395,20,Oaxaca,380,Santa Cruz Papalutla,1,Santa Cruz Papalutla
1396,20,Oaxaca,381,Santa Cruz Tacache de Mina,1,Santa Cruz Tacache de Mina
1397,20,Oaxaca,382,Santa Cruz Tacahua,1,Santa Cruz Tacahua
1398,20,Oaxaca,383,Santa Cruz Tayata,1,Santa Cruz Tayata
1399,20,Oaxaca,384,Santa Cruz Xitla,1,Santa Cruz Xitla
1400,20,Oaxaca,385,Santa Cruz Xoxocotlán,1,Santa Cruz Xoxocotlán
1401,20,Oaxaca,386,Santa Cruz Zenzontepec,1,Santa Cruz Zenzontepec
1402,20,Oaxaca,387,Santa Gertrudis,1,Santa Gertrudis
1403,20,Oaxaca,388,Santa Inés del Monte,1,Santa Inés del Monte
1404,20,Oaxaca,389,Santa Inés Yatzeche,1,Santa Inés Yatzeche
1405,20,Oaxaca,390,Santa Lucía del Camino,1,Santa Lucía del Camino
1406,20,Oaxaca,391,Santa Lucía Miahuatlán,1,Santa Lucía Miahuatlán
1407,20,Oaxaca,392,Santa Lucía Monteverde,1,Santa Lucía Monteverde
1408,20,Oaxaca,393,Santa Lucía Ocotlán,1,Santa Lucía Ocotlán
1409,20,Oaxaca,394,Santa María Alotepec,1,Santa María Alotepec
1410,20,Oaxaca,395,Santa María Apazco,1,Santa María Apazco
1411,20,Oaxaca,396,Santa María la Asunción,1,Santa María la Asunción
1412,20,Oaxaca,397,Heroica Ciudad de Tlaxiaco,1,Heroica Ciudad de Tlaxiaco
1413,20,Oaxaca,398,Ayoquezco de Aldama,1,Ayoquezco de Aldama
1414,20,Oaxaca,399,Santa María Atzompa,1,Santa María Atzompa
1415,20,Oaxaca,400,Santa María Camotlán,1,Santa María Camotlán
1416,20,Oaxaca,401,Santa María Colotepec,1,Santa María Colotepec
1417,20,Oaxaca,402,Santa María Cortijo,1,Santa María Cortijo
1418,20,Oaxaca,403,Santa María Coyotepec,1,Santa María Coyotepec
1419,20,Oaxaca,404,Santa María Chachoápam,1,Santa María Chachoápam
