cmun_id,cmun_cedoid,cmun_edoname,cmun_mpioid,cmun_mpioname,cmun_cabeceraid,cmun_cabeceraname
1807,22,Querétaro,5,Colón,1,Colón
1808,22,Querétaro,6,Corregidora,1,El Pueblito
1809,22,Querétaro,7,Ezequiel Montes,1,Ezequiel Montes
1810,22,Querétaro,8,Huimilpan,1,Huimilpan
1811,22,Querétaro,9,Jalpan de Serra,1,Jalpan de Serra
1812,22,Querétaro,10,Landa de Matamoros,1,Landa de Matamoros
1813,22,Querétaro,11,El Marqués,1,La Cañada
1814,22,Querétaro,12,Pedro Escobedo,1,Pedro Escobedo
1815,22,Querétaro,13,Peñamiller,1,Peñamiller
1816,22,Querétaro,14,Querétaro,1,Santiago de Querétaro
1817,22,Querétaro,15,San Joaquín,1,San Joaquín
1818,22,Querétaro,16,San Juan del Río,1,San Juan del Río
1819,22,Querétaro,17,Tequisquiapan,1,Tequisquiapan
1820,22,Querétaro,18,Tolimán,1,Tolimán
1821,23,Quintana Roo,1,Cozumel,1,Cozumel
1822,23,Quintana Roo,2,Felipe Carrillo Puerto,1,Felipe Carrillo Puerto
1823,23,Quintana Roo,3,Isla Mujeres,1,Isla Mujeres
1824,23,Quintana Roo,4,Othón P. Blanco,1,Chetumal
1825,23,Quintana Roo,5,Benito Juárez,1,Cancún
1826,23,Quintana Roo,6,José María Morelos,69,José María Morelos
1827,23,Quintana Roo,7,Lázaro Cárdenas,1,Kantunilkín
1828,23,Quintana Roo,8,Solidaridad,1,Playa del Carmen
1829,23,Quintana Roo,9,Tulum,1,Tulum
1830,23,Quintana Roo,10,Bacalar,1,Bacalar
1831,23,Quintana Roo,11,Puerto Morelos,1,Puerto Morelos
1832,24,San Luis Potosí,1,Ahualulco del Sonido 13,1,Ahualulco del Sonido 13
1833,24,San Luis Potosí,2,Alaquines,1,Alaquines
1834,24,San Luis Potosí,3,Aquismón,1,Aquismón
1835,24,San Luis Potosí,4,Armadillo de los Infante,1,Armadillo de los Infante
1836,24,San Luis Potosí,5,Cárdenas,1,Cárdenas
1837,24,San Luis Potosí,6,Catorce,1,Real de Catorce
1838,24,San Luis Potosí,7,Cedral,1,Cedral
1839,24,San Luis Potosí,8,Cerritos,1,Cerritos
1840,24,San Luis Potosí,9,Cerro de San Pedro,1,Cerro de San Pedro
1841,24,San Luis Potosí,10,Ciudad del Maíz,1,Ciudad del Maíz
1842,24,San Luis Potosí,11,Ciudad Fernández,1,Ciudad Fernández
1843,24,San Luis Potosí,12,Tancanhuitz,1,Tancanhuitz
1844,24,San Luis Potosí,13,Ciudad Valles,1,Ciudad Valles
1845,24,San Luis Potosí,14,Coxcatlán,1,Coxcatlán
1846,24,San Luis Potosí,15,Charcas,1,Charcas
1847,24,San Luis Potosí,16,Ebano,1,Ebano
1848,24,San Luis Potosí,17,Guadalcázar,1,Guadalcázar
1849,24,San Luis Potosí,18,Huehuetlán,1,Huehuetlán
1850,24,San Luis Potosí,19,Lagunillas,1,Lagunillas
1851,24,San Luis Potosí,20,Matehuala,1,Matehuala
1852,24,San Luis Potosí,21,Mexquitic de Carmona,1,Mexquitic de Carmona
1853,24,San Luis Potosí,22,Moctezuma,1,Moctezuma
1854,24,San Luis Potosí,23,Rayón,1,Rayón
1855,24,San Luis Potosí,24,Rioverde,1,Rioverde
1856,24,San Luis Potosí,25,Salinas,1,Salinas de Hidalgo
1857,24,San Luis Potosí,26,San Antonio,1,San Antonio
1858,24,San Luis Potosí,27,San Ciro de Acosta,1,San Ciro de Acosta
1859,24,San Luis Potosí,28,San Luis Potosí,1,San Luis Potosí
1860,24,San Luis Potosí,29,San Martín Chalchicuautla,1,San Martín Chalchicuautla
1861,24,San Luis Potosí,30,San Nicolás Tolentino,1,San Nicolás Tolentino
1862,24,San Luis Potosí,31,Santa Catarina,1,Santa Catarina
1863,24,San Luis Potosí,32,Santa María del Río,1,Santa María del Río
1864,24,San Luis Potosí,33,Santo Domingo,1,Santo Domingo
1865,24,San Luis Potosí,34,San Vicente Tancuayalab,1,San Vicente Tancuayalab
1866,24,San Luis Potosí,35,Soledad de Graciano Sánchez,1,Soledad de Graciano Sánchez
1867,24,San Luis Potosí,36,Tamasopo,1,Tamasopo
1868,24,San Luis Potosí,37,Tamazunchale,1,Tamazunchale
1869,24,San Luis Potosí,38,Tampacán,1,Tampacán
1870,24,San Luis Potosí,39,Tampamolón Corona,1,Tampamolón Corona
1871,24,San Luis Potosí,40,Tamuín,1,Tamuín
1872,24,San Luis Potosí,41,Tanlajás,1,Tanlajás
1873,24,San Luis Potosí,42,Tanquián de Escobedo,1,Tanquián de Escobedo
1874,24,San Luis Potosí,43,Tierra Nueva,1,Tierra Nueva
1875,24,San Luis Potosí,44,Vanegas,1,Vanegas
1876,24,San Luis Potosí,45,Venado,1,Venado
1877,24,San Luis Potosí,46,Villa de Arriaga,1,Villa de Arriaga
1878,24,San Luis Potosí,47,Villa de Guadalupe,1,Villa de Guadalupe
1879,24,San Luis Potosí,48,Villa de la Paz,1,Villa de la Paz
1880,24,San Luis Potosí,49,Villa de Ramos,1,Villa de Ramos
1881,24,San Luis Potosí,50,Villa de Reyes,1,Villa de Reyes
1882,24,San Luis Potosí,51,Villa Hidalgo,1,Villa Hidalgo
1883,24,San Luis Potosí,52,Villa Juárez,1,Villa Juárez
1884,24,San Luis Potosí,53,Axtla de Terrazas,1,Axtla de Terrazas
1885,24,San Luis Potosí,54,Xilitla,1,Xilitla
1886,24,San Luis Potosí,55,Zaragoza,1,Villa de Zaragoza
1887,24,San Luis Potosí,56,Villa de Arista,2,Villa de Arista
1888,24,San Luis Potosí,57,Matlapa,1,Matlapa
1889,24,San Luis Potosí,58,El Naranjo,1,El Naranjo
1890,24,San Luis Potosí,59,Villa de Pozos,1,Villa de Pozos
1891,25,Sinaloa,1,Ahome,1,Los Mochis
1892,25,Sinaloa,2,Angostura,1,Angostura
1893,25,Sinaloa,3,Badiraguato,1,Badiraguato
1894,25,Sinaloa,4,Concordia,1,Heroica Ciudad Concordia
1895,25,Sinaloa,5,Cosalá,1,Cosalá
1896,25,Sinaloa,6,Culiacán,1,Culiacán Rosales
1897,25,Sinaloa,7,Choix,1,Choix
1898,25,Sinaloa,8,Elota,1,La Cruz
1899,25,Sinaloa,9,Escuinapa,1,Escuinapa de Hidalgo
1900,25,Sinaloa,10,El Fuerte,1,El Fuerte
1901,25,Sinaloa,11,Guasave,1,Guasave
1902,25,Sinaloa,12,Mazatlán,1,Mazatlán
1903,25,Sinaloa,13,Mocorito,1,Mocorito
1904,25,Sinaloa,14,Rosario,1,El Rosario
1905,25,Sinaloa,15,Salvador Alvarado,1,Guamúchil
1906,25,Sinaloa,16,San Ignacio,1,San Ignacio
1907,25,Sinaloa,17,Sinaloa,1,Sinaloa de Leyva
1908,25,Sinaloa,18,Navolato,1,Navolato
1909,25,Sinaloa,19,Eldorado,1,Eldorado
1910,25,Sinaloa,20,Juan José Ríos,1,Juan José Ríos
1911,26,Sonora,1,Aconchi,1,Aconchi
1912,26,Sonora,2,Agua Prieta,1,Agua Prieta
1913,26,Sonora,3,Álamos,1,Álamos
1914,26,Sonora,4,Altar,1,Altar
1915,26,Sonora,5,Arivechi,1,Arivechi
1916,26,Sonora,6,Arizpe,1,Arizpe
1917,26,Sonora,7,Atil,1,Atil
1918,26,Sonora,8,Bacadéhuachi,1,Bacadéhuachi
1919,26,Sonora,9,Bacanora,1,Bacanora
1920,26,Sonora,10,Bacerac,1,Bacerac
1921,26,Sonora,11,Bacoachi,1,Bacoachi
1922,26,Sonora,12,Bácum,1,Bácum
1923,26,Sonora,13,Banámichi,1,Banámichi
1924,26,Sonora,14,Baviácora,1,Baviácora
1925,26,Sonora,15,Bavispe,1,Bavispe
1926,26,Sonora,16,Benjamín Hill,1,Benjamín Hill
1927,26,Sonora,17,Caborca,1,Heroica Caborca
1928,26,Sonora,18,Cajeme,1,Ciudad Obregón
1929,26,Sonora,19,Cananea,1,Heroica Ciudad de Cananea
1930,26,Sonora,20,Carbó,1,Carbó
1931,26,Sonora,21,La Colorada,1,La Colorada
1932,26,Sonora,22,Cucurpe,1,Cucurpe
1933,26,Sonora,23,Cumpas,1,Cumpas
1934,26,Sonora,24,Divisaderos,1,Divisaderos
1935,26,Sonora,25,Empalme,1,Empalme
1936,26,Sonora,26,Etchojoa,1,Etchojoa
1937,26,Sonora,27,Fronteras,1,Fronteras
1938,26,Sonora,28,Granados,1,Granados
1939,26,Sonora,29,Guaymas,1,Heroica Guaymas
1940,26,Sonora,30,Hermosillo,1,Hermosillo
1941,26,Sonora,31,Huachinera,1,Huachinera
1942,26,Sonora,32,Huásabas,1,Huásabas
1943,26,Sonora,33,Huatabampo,1,Huatabampo
1944,26,Sonora,34,Huépac,1,Huépac
1945,26,Sonora,35,Imuris,1,Imuris
1946,26,Sonora,36,Magdalena,1,Magdalena de Kino
1947,26,Sonora,37,Mazatán,1,Mazatán
1948,26,Sonora,38,Moctezuma,1,Moctezuma
1949,26,Sonora,39,Naco,1,Naco
1950,26,Sonora,40,Nácori Chico,1,Nácori Chico
1951,26,Sonora,41,Nacozari de García,1,Nacozari de García
1952,26,Sonora,42,Navojoa,1,Navojoa
1953,26,Sonora,43,Nogales,1,Heroica Nogales
1954,26,Sonora,44,Ónavas,1,Ónavas
1955,26,Sonora,45,Opodepe,1,Opodepe
1956,26,Sonora,46,Oquitoa,1,Oquitoa
1957,26,Sonora,47,Pitiquito,1,Pitiquito
1958,26,Sonora,48,Puerto Peñasco,1,Puerto Peñasco
1959,26,Sonora,49,Quiriego,1,Quiriego
1960,26,Sonora,50,Rayón,1,Rayón
1961,26,Sonora,51,Rosario,1,Rosario
1962,26,Sonora,52,Sahuaripa,1,Sahuaripa
1963,26,Sonora,53,San Felipe de Jesús,1,San Felipe de Jesús
1964,26,Sonora,54,San Javier,1,San Javier
1965,26,Sonora,55,San Luis Río Colorado,1,San Luis Río Colorado
1966,26,Sonora,56,San Miguel de Horcasitas,1,San Miguel de Horcasitas
1967,26,Sonora,57,San Pedro de la Cueva,1,San Pedro de la Cueva
1968,26,Sonora,58,Santa Ana,1,Santa Ana
1969,26,Sonora,59,Santa Cruz,1,Santa Cruz
1970,26,Sonora,60,Sáric,1,Sáric
1971,26,Sonora,61,Soyopa,1,Soyopa
1972,26,Sonora,62,Suaqui Grande,1,Suaqui Grande
1973,26,Sonora,63,Tepache,1,Tepache
1974,26,Sonora,64,Trincheras,1,Trincheras
1975,26,Sonora,65,Tubutama,1,Tubutama
1976,26,Sonora,66,Ures,1,Heroica Ciudad de Ures
1977,26,Sonora,67,Villa Hidalgo,1,Villa Hidalgo
1978,26,Sonora,68,Villa Pesqueira,1,Villa Pesqueira (Mátape)
1979,26,Sonora,69,Yécora,1,Yécora
1980,26,Sonora,70,General Plutarco Elías Calles,1,Sonoyta
1981,26,Sonora,71,Benito Juárez,1,Villa Juárez
1982,26,Sonora,72,San Ignacio Río Muerto,1,San Ignacio Río Muerto
1983,27,Tabasco,1,Balancán,1,Balancán
1984,27,Tabasco,2,Cárdenas,1,Cárdenas
1985,27,Tabasco,3,Centla,1,Frontera
1986,27,Tabasco,4,Centro,1,Villahermosa
1987,27,Tabasco,5,Comalcalco,1,Comalcalco
1988,27,Tabasco,6,Cunduacán,1,Cunduacán
1989,27,Tabasco,7,Emiliano Zapata,1,Emiliano Zapata
1990,27,Tabasco,8,Huimanguillo,1,Huimanguillo
1991,27,Tabasco,9,Jalapa,1,Jalapa
1992,27,Tabasco,10,Jalpa de Méndez,1,Jalpa de Méndez
1993,27,Tabasco,11,Jonuta,1,Jonuta
1994,27,Tabasco,12,Macuspana,1,Macuspana
1995,27,Tabasco,13,Nacajuca,1,Nacajuca
1996,27,Tabasco,14,Paraíso,1,Paraíso
1997,27,Tabasco,15,Tacotalpa,1,Tacotalpa
1998,27,Tabasco,16,Teapa,1,Teapa
1999,27,Tabasco,17,Tenosique,1,Tenosique de Pino Suárez
2000,28,Tamaulipas,1,Abasolo,1,Abasolo
2001,28,Tamaulipas,2,Aldama,1,Aldama
2002,28,Tamaulipas,3,Altamira,1,Altamira
2003,28,Tamaulipas,4,Antiguo Morelos,1,Antiguo Morelos
2004,28,Tamaulipas,5,Burgos,1,Burgos
2005,28,Tamaulipas,6,Bustamante,1,Bustamante
2006,28,Tamaulipas,7,Camargo,1,Ciudad Camargo
2007,28,Tamaulipas,8,Casas,1,Casas
2008,28,Tamaulipas,9,Ciudad Madero,1,Ciudad Madero
2009,28,Tamaulipas,10,Cruillas,1,Cruillas
2010,28,Tamaulipas,11,Gómez Farías,36,Gómez Farías
2011,28,Tamaulipas,12,González,1,González
2012,28,Tamaulipas,13,Güémez,1,Güémez
2013,28,Tamaulipas,14,Guerrero,1,Nueva Ciudad Guerrero
2014,28,Tamaulipas,15,Gustavo Díaz Ordaz,1,Ciudad Gustavo Díaz Ordaz
2015,28,Tamaulipas,16,Hidalgo,1,Hidalgo
2016,28,Tamaulipas,17,Jaumave,1,Jaumave
2017,28,Tamaulipas,18,Jiménez,1,Santander Jiménez
2018,28,Tamaulipas,19,Llera,1,Llera de Canales
2019,28,Tamaulipas,20,Mainero,1,Villa Mainero
2020,28,Tamaulipas,21,El Mante,1,Ciudad Mante
2021,28,Tamaulipas,22,Matamoros,1,Heroica Matamoros
2022,28,Tamaulipas,23,Méndez,1,Méndez
2023,28,Tamaulipas,24,Mier,1,Mier
2024,28,Tamaulipas,25,Miguel Alemán,1,Ciudad Miguel Alemán
2025,28,Tamaulipas,26,Miquihuana,1,Miquihuana
2026,28,Tamaulipas,27,Nuevo Laredo,1,Nuevo Laredo
2027,28,Tamaulipas,28,Nuevo Morelos,1,Nuevo Morelos
2028,28,Tamaulipas,29,Ocampo,1,Ocampo
2029,28,Tamaulipas,30,Padilla,1,Nueva Villa de Padilla
2030,28,Tamaulipas,31,Palmillas,1,Palmillas
2031,28,Tamaulipas,32,Reynosa,1,Reynosa
2032,28,Tamaulipas,33,Río Bravo,1,Ciudad Río Bravo
2033,28,Tamaulipas,34,San Carlos,1,San Carlos
2034,28,Tamaulipas,35,San Fernando,1,San Fernando
2035,28,Tamaulipas,36,San Nicolás,1,San Nicolás
2036,28,Tamaulipas,37,Soto la Marina,1,Soto la Marina
2037,28,Tamaulipas,38,Tampico,1,Tampico
2038,28,Tamaulipas,39,Tula,1,Ciudad Tula
2039,28,Tamaulipas,40,Valle Hermoso,1,Valle Hermoso
2040,28,Tamaulipas,41,Victoria,1,Ciudad Victoria
2041,28,Tamaulipas,42,Villagrán,1,Villagrán
2042,28,Tamaulipas,43,Xicoténcatl,1,Xicoténcatl
2043,29,Tlaxcala,1,Amaxac de Guerrero,1,Amaxac de Guerrero
2044,29,Tlaxcala,2,Apetatitlán de Antonio Carvajal,1,Apetatitlán
2045,29,Tlaxcala,3,Atlangatepec,1,Atlangatepec
2046,29,Tlaxcala,4,Atltzayanca,1,Atlzayanca
2047,29,Tlaxcala,5,Apizaco,1,Ciudad de Apizaco
2048,29,Tlaxcala,6,Calpulalpan,1,Heroica Ciudad de Calpulalpan
2049,29,Tlaxcala,7,El Carmen Tequexquitla,1,Villa de El Carmen Tequexquitla
2050,29,Tlaxcala,8,Cuapiaxtla,1,Cuapiaxtla
2051,29,Tlaxcala,9,Cuaxomulco,1,Cuaxomulco
2052,29,Tlaxcala,10,Chiautempan,1,Santa Ana Chiautempan
2053,29,Tlaxcala,11,Muñoz de Domingo Arenas,1,Muñoz
2054,29,Tlaxcala,12,Españita,1,Españita
2055,29,Tlaxcala,13,Huamantla,1,Huamantla
2056,29,Tlaxcala,14,Hueyotlipan,1,Hueyotlipan
2057,29,Tlaxcala,15,Ixtacuixtla de Mariano Matamoros,1,Villa Mariano Matamoros
2058,29,Tlaxcala,16,Ixtenco,1,Ixtenco
2059,29,Tlaxcala,17,Mazatecochco de José María Morelos,1,Mazatecochco
2060,29,Tlaxcala,18,Contla de Juan Cuamatzi,1,Contla
2061,29,Tlaxcala,19,Tepetitla de Lardizábal,1,Tepetitla
2062,29,Tlaxcala,20,Sanctórum de Lázaro Cárdenas,1,Sanctórum
2063,29,Tlaxcala,21,Nanacamilpa de Mariano Arista,1,Ciudad de Nanacamilpa
2064,29,Tlaxcala,22,Acuamanala de Miguel Hidalgo,1,Acuamanala
2065,29,Tlaxcala,23,Natívitas,1,Natívitas
2066,29,Tlaxcala,24,Panotla,1,Panotla
2067,29,Tlaxcala,25,San Pablo del Monte,1,Ciudad de San Pablo del Monte
2068,29,Tlaxcala,26,Santa Cruz Tlaxcala,1,Santa Cruz Tlaxcala
2069,29,Tlaxcala,27,Tenancingo,1,Tenancingo
2070,29,Tlaxcala,28,Teolocholco,1,Teolocholco
2071,29,Tlaxcala,29,Tepeyanco,1,Tepeyanco
2072,29,Tlaxcala,30,Terrenate,1,Terrenate
2073,29,Tlaxcala,31,Tetla de la Solidaridad,1,Tetla
2074,29,Tlaxcala,32,Tetlatlahuca,1,Tetlatlahuca
2075,29,Tlaxcala,33,Tlaxcala,1,Tlaxcala de Xicohténcatl
2076,29,Tlaxcala,34,Tlaxco,1,Tlaxco
2077,29,Tlaxcala,35,Tocatlán,1,Tocatlán
2078,29,Tlaxcala,36,Totolac,1,San Juan Totolac
2079,29,Tlaxcala,37,Ziltlaltépec de Trinidad Sánchez Santos,1,Zitlaltépec
2080,29,Tlaxcala,38,Tzompantepec,1,Tzompantepec
2081,29,Tlaxcala,39,Xaloztoc,1,Xaloztoc
2082,29,Tlaxcala,40,Xaltocan,1,Xaltocan
2083,29,Tlaxcala,41,Papalotla de Xicohténcatl,1,Papalotla
2084,29,Tlaxcala,42,Xicohtzinco,1,Xicohtzinco
2085,29,Tlaxcala,43,Yauhquemehcan,1,San Dionisio Yauhquemehcan
2086,29,Tlaxcala,44,Zacatelco,1,Zacatelco
2087,29,Tlaxcala,45,Benito Juárez,1,Benito Juárez
2088,29,Tlaxcala,46,Emiliano Zapata,1,Emiliano Zapata
2089,29,Tlaxcala,47,Lázaro Cárdenas,1,Lázaro Cárdenas
2090,29,Tlaxcala,48,La Magdalena Tlaltelulco,1,La Magdalena Tlaltelulco
2091,29,Tlaxcala,49,San Damián Texóloc,1,San Damián Texóloc
2092,29,Tlaxcala,50,San Francisco Tetlanohcan,1,San Francisco Tetlanohcan
2093,29,Tlaxcala,51,San Jerónimo Zacualpan,1,San Jerónimo Zacualpan
2094,29,Tlaxcala,52,San José Teacalco,1,San José Teacalco
2095,29,Tlaxcala,53,San Juan Huactzinco,1,San Juan Huactzinco
2096,29,Tlaxcala,54,San Lorenzo Axocomanitla,1,San Lorenzo Axocomanitla
2097,29,Tlaxcala,55,San Lucas Tecopilco,1,San Lucas Tecopilco
2098,29,Tlaxcala,56,Santa Ana Nopalucan,1,Santa Ana Nopalucan
2099,29,Tlaxcala,57,Santa Apolonia Teacalco,1,Santa Apolonia Teacalco
2100,29,Tlaxcala,58,Santa Catarina Ayometla,1,Santa Catarina Ayometla
2101,29,Tlaxcala,59,Santa Cruz Quilehtla,1,Santa Cruz Quilehtla
2102,29,Tlaxcala,60,Santa Isabel Xiloxoxtla,1,Santa Isabel Xiloxoxtla
2103,30,Veracruz de Ignacio de la Llave,1,Acajete,1,Acajete
2104,30,Veracruz de Ignacio de la Llave,2,Acatlán,1,Acatlán
2105,30,Veracruz de Ignacio de la Llave,3,Acayucan,1,Acayucan
2106,30,Veracruz de Ignacio de la Llave,4,Actopan,1,Actopan
2107,30,Veracruz de Ignacio de la Llave,5,Acula,1,Acula
2108,30,Veracruz de Ignacio de la Llave,6,Acultzingo,1,Acultzingo
2109,30,Veracruz de Ignacio de la Llave,7,Camarón de Tejeda,1,Camarón de Tejeda
2110,30,Veracruz de Ignacio de la Llave,8,Alpatláhuac,1,Alpatláhuac
2111,30,Veracruz de Ignacio de la Llave,9,Alto Lucero de Gutiérrez Barrios,1,Alto Lucero
2112,30,Veracruz de Ignacio de la Llave,10,Altotonga,1,Altotonga
2113,30,Veracruz de Ignacio de la Llave,11,Alvarado,1,Alvarado
2114,30,Veracruz de Ignacio de la Llave,12,Amatitlán,1,Amatitlán
2115,30,Veracruz de Ignacio de la Llave,13,Naranjos Amatlán,1,Naranjos
2116,30,Veracruz de Ignacio de la Llave,14,Amatlán de los Reyes,1,Amatlán de los Reyes
2117,30,Veracruz de Ignacio de la Llave,15,Angel R. Cabada,1,Ángel R. Cabada
2118,30,Veracruz de Ignacio de la Llave,16,La Antigua,1,José Cardel
2119,30,Veracruz de Ignacio de la Llave,17,Apazapan,1,Apazapan
2120,30,Veracruz de Ignacio de la Llave,18,Aquila,1,Aquila
2121,30,Veracruz de Ignacio de la Llave,19,Astacinga,1,Astacinga
2122,30,Veracruz de Ignacio de la Llave,20,Atlahuilco,1,Atlahuilco
2123,30,Veracruz de Ignacio de la Llave,21,Atoyac,1,Atoyac
2124,30,Veracruz de Ignacio de la Llave,22,Atzacan,1,Atzacan
2125,30,Veracruz de Ignacio de la Llave,23,Atzalan,1,Atzalan
2126,30,Veracruz de Ignacio de la Llave,24,Tlaltetela,1,Tlaltetela
2127,30,Veracruz de Ignacio de la Llave,25,Ayahualulco,1,Ayahualulco
2128,30,Veracruz de Ignacio de la Llave,26,Banderilla,1,Banderilla
2129,30,Veracruz de Ignacio de la Llave,27,Benito Juárez,1,Benito Juárez
2130,30,Veracruz de Ignacio de la Llave,28,Boca del Río,1,Boca del Río
2131,30,Veracruz de Ignacio de la Llave,29,Calcahualco,1,Calcahualco
2132,30,Veracruz de Ignacio de la Llave,30,Camerino Z. Mendoza,1,Ciudad Mendoza
2133,30,Veracruz de Ignacio de la Llave,31,Carrillo Puerto,1,Tamarindo
2134,30,Veracruz de Ignacio de la Llave,32,Catemaco,1,Catemaco
2135,30,Veracruz de Ignacio de la Llave,33,Cazones de Herrera,1,Cazones de Herrera
2136,30,Veracruz de Ignacio de la Llave,34,Cerro Azul,1,Cerro Azul
2137,30,Veracruz de Ignacio de la Llave,35,Citlaltépetl,1,Citlaltépec
2138,30,Veracruz de Ignacio de la Llave,36,Coacoatzintla,1,Coacoatzintla
2139,30,Veracruz de Ignacio de la Llave,37,Coahuitlán,1,Progreso de Zaragoza
2140,30,Veracruz de Ignacio de la Llave,38,Coatepec,1,Coatepec
2141,30,Veracruz de Ignacio de la Llave,39,Coatzacoalcos,1,Coatzacoalcos
2142,30,Veracruz de Ignacio de la Llave,40,Coatzintla,1,Coatzintla
2143,30,Veracruz de Ignacio de la Llave,41,Coetzala,1,Coetzala
2144,30,Veracruz de Ignacio de la Llave,42,Colipa,1,Colipa
2145,30,Veracruz de Ignacio de la Llave,43,Comapa,1,Comapa
2146,30,Veracruz de Ignacio de la Llave,44,Córdoba,1,Córdoba
2147,30,Veracruz de Ignacio de la Llave,45,Cosamaloapan de Carpio,1,Cosamaloapan
2148,30,Veracruz de Ignacio de la Llave,46,Cosautlán de Carvajal,1,Cosautlán de Carvajal
2149,30,Veracruz de Ignacio de la Llave,47,Coscomatepec,1,Coscomatepec de Bravo
2150,30,Veracruz de Ignacio de la Llave,48,Cosoleacaque,1,Cosoleacaque
2151,30,Veracruz de Ignacio de la Llave,49,Cotaxtla,1,Cotaxtla
2152,30,Veracruz de Ignacio de la Llave,50,Coxquihui,1,Coxquihui
2153,30,Veracruz de Ignacio de la Llave,51,Coyutla,1,Coyutla
2154,30,Veracruz de Ignacio de la Llave,52,Cuichapa,1,Cuichapa
2155,30,Veracruz de Ignacio de la Llave,53,Cuitláhuac,1,Cuitláhuac
2156,30,Veracruz de Ignacio de la Llave,54,Chacaltianguis,1,Chacaltianguis
2157,30,Veracruz de Ignacio de la Llave,55,Chalma,1,Chalma
2158,30,Veracruz de Ignacio de la Llave,56,Chiconamel,1,Chiconamel
2159,30,Veracruz de Ignacio de la Llave,57,Chiconquiaco,1,Chiconquiaco
2160,30,Veracruz de Ignacio de la Llave,58,Chicontepec,1,Chicontepec de Tejeda
2161,30,Veracruz de Ignacio de la Llave,59,Chinameca,1,Chinameca
2162,30,Veracruz de Ignacio de la Llave,60,Chinampa de Gorostiza,1,Chinampa de Gorostiza
2163,30,Veracruz de Ignacio de la Llave,61,Las Choapas,1,Las Choapas
2164,30,Veracruz de Ignacio de la Llave,62,Chocamán,1,Chocamán
2165,30,Veracruz de Ignacio de la Llave,63,Chontla,1,Chontla
2166,30,Veracruz de Ignacio de la Llave,64,Chumatlán,1,Chumatlán
2167,30,Veracruz de Ignacio de la Llave,65,Emiliano Zapata,1,Dos Ríos
2168,30,Veracruz de Ignacio de la Llave,66,Espinal,1,Espinal
2169,30,Veracruz de Ignacio de la Llave,67,Filomeno Mata,1,Filomeno Mata
2170,30,Veracruz de Ignacio de la Llave,68,Fortín,1,Fortín de las Flores
2171,30,Veracruz de Ignacio de la Llave,69,Gutiérrez Zamora,1,Gutiérrez Zamora
2172,30,Veracruz de Ignacio de la Llave,70,Hidalgotitlán,1,Hidalgotitlán
2173,30,Veracruz de Ignacio de la Llave,71,Huatusco,1,Huatusco de Chicuellar
2174,30,Veracruz de Ignacio de la Llave,72,Huayacocotla,1,Huayacocotla
2175,30,Veracruz de Ignacio de la Llave,73,Hueyapan de Ocampo,1,Hueyapan de Ocampo
2176,30,Veracruz de Ignacio de la Llave,74,Huiloapan de Cuauhtémoc,1,Huiloapan de Cuauhtémoc
2177,30,Veracruz de Ignacio de la Llave,75,Ignacio de la Llave,1,Ignacio de la Llave
2178,30,Veracruz de Ignacio de la Llave,76,Ilamatlán,1,Ilamatlán
2179,30,Veracruz de Ignacio de la Llave,77,Isla,1,Isla
2180,30,Veracruz de Ignacio de la Llave,78,Ixcatepec,1,Ixcatepec
2181,30,Veracruz de Ignacio de la Llave,79,Ixhuacán de los Reyes,1,Ixhuacán de los Reyes
2182,30,Veracruz de Ignacio de la Llave,80,Ixhuatlán del Café,1,Ixhuatlán del Café
2183,30,Veracruz de Ignacio de la Llave,81,Ixhuatlancillo,1,Ixhuatlancillo
2184,30,Veracruz de Ignacio de la Llave,82,Ixhuatlán del Sureste,1,Ixhuatlán del Sureste
2185,30,Veracruz de Ignacio de la Llave,83,Ixhuatlán de Madero,1,Ixhuatlán de Madero
2186,30,Veracruz de Ignacio de la Llave,84,Ixmatlahuacan,1,Ixmatlahuacan
2187,30,Veracruz de Ignacio de la Llave,85,Ixtaczoquitlán,1,Ixtaczoquitlán
2188,30,Veracruz de Ignacio de la Llave,86,Jalacingo,1,Jalacingo
2189,30,Veracruz de Ignacio de la Llave,87,Xalapa,1,Xalapa-Enríquez
2190,30,Veracruz de Ignacio de la Llave,88,Jalcomulco,1,Jalcomulco
2191,30,Veracruz de Ignacio de la Llave,89,Jáltipan,1,Jáltipan de Morelos
2192,30,Veracruz de Ignacio de la Llave,90,Jamapa,1,Jamapa
2193,30,Veracruz de Ignacio de la Llave,91,Jesús Carranza,1,Jesús Carranza
2194,30,Veracruz de Ignacio de la Llave,92,Xico,1,Xico
2195,30,Veracruz de Ignacio de la Llave,93,Jilotepec,1,Jilotepec
2196,30,Veracruz de Ignacio de la Llave,94,Juan Rodríguez Clara,1,Juan Rodríguez Clara
2197,30,Veracruz de Ignacio de la Llave,95,Juchique de Ferrer,1,Juchique de Ferrer
2198,30,Veracruz de Ignacio de la Llave,96,Landero y Coss,1,Landero y Coss
2199,30,Veracruz de Ignacio de la Llave,97,Lerdo de Tejada,1,Lerdo de Tejada
2200,30,Veracruz de Ignacio de la Llave,98,Magdalena,1,Magdalena
2201,30,Veracruz de Ignacio de la Llave,99,Maltrata,1,Maltrata
2202,30,Veracruz de Ignacio de la Llave,100,Manlio Fabio Altamirano,1,Manlio Fabio Altamirano
2203,30,Veracruz de Ignacio de la Llave,101,Mariano Escobedo,1,Mariano Escobedo
