"cl_IdColectas","cl_Numero_Clavo","cl_Letra","cl_Comentarios","cl_Recolector","cl_Fecha","cl_Datos_Etnobotanicos","cl_Plantas_idPlantas","cl_Nombre_Comun","cl_Genero","cl_Especie","cl_Familia","cl_protegida","cl_Numero_salida","cl_Caracteristica_Raiz","cl_Altura_planta","cl_DAP","cl_Diametro_Tronco","cl_Diametro_Raiz","cl_Cobertura","cl_Diametro_cepellon","cl_Altura_cepellon","cl_Estado","cl_Forma_Biologica","cl_Conformacion_cepellon","cl_Estado_Fenologico","cl_Ciclo_Vida","cl_Comentarios_de_registro","cl_Tipo_raiz","cl_Forma_Colecta","cl_Revision","cl_Link","cl_Usuarios_idUsuarios","cl_username","cl_active"
1216,1880,C,"","","1998-09-02","",27,Copal rojo,Bursera,schlechtendalii,BURSERACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotanicos, sin sitio de colecta",,,,,1,Javier,1
1217,1881,C,"","","1998-08-25","",268,Nopal de tortuga,Opuntia,decumbens,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotanicos, sin sitio de colecta",,,,,1,Javier,1
1218,1882,C,"","","1998-08-25","",268,Nopal de tortuga,Opuntia,decumbens,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotanicos, sin sitio de colecta",,,,,1,Javier,1
1219,1883,C,"","","1998-08-25","",268,Nopal de tortuga,Opuntia,decumbens,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotanicos, sin sitio de colecta",,,,,1,Javier,1
1220,1884,C,Muerta,"","1998-09-18","",269,Rabo de Iguana,Acacia,compacta,MIMOSACEAE,,,,,,,,,,,null,,,,,"Sin determino, sin datos etnobotanicos",,,,,1,Javier,1
1221,1885,C,Muerta,"","1998-09-18","",269,Rabo de Iguana,Acacia,compacta,MIMOSACEAE,,,,,,,,,,,null,,,,,"Sin determino, sin datos etnobotanicos",,,,,1,Javier,1
1222,1886,C,"","","1998-09-18","",270,Organo,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin determino, sin datos etnobotanicos, sin sitio de colecta",,,,,1,Javier,1
1223,1931,C,Planta registrada como muerta el 14/03/2007,"","1998-09-26","",273,Biznaga,Mammillaria,dixanthocentron,CACTACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1224,1932,C,"","","1998-09-27","",274,Biznaga,Mammillaria,sp.,CACTACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin Observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1225,1933,C,"","","1998-09-26","",274,Biznaga,Mammillaria,sp.,CACTACEAE,,,,,,,,,,,null,,,,,"Sin Observaciones, sin determino, sin datos etnobotánicos, sin sitio de colecta",,,,,4,Michaell,1
1226,1934,C,Planta registrada como muerta el 25/06/2003,"","1998-09-27","",276,Maguey de ixtle,Agave,applanata,AGAVACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1227,1935,C,"","","1998-09-27","",277,"",Ephedra,aff. compacta,EPHEDRACEAE,,,,,,,,,,,null,,,,,"Sin Observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1228,1936,C,Planta registrada como muerta el 20/06/2002,"","1998-09-27","",278,Biznaga,Ortegocactus,macdougallii,CACTACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos, sin coordenadas ",,,,,4,Michaell,1
1229,1937,C,"","","1998-09-29","",279,Biznaga,Mammillaria,kraehenbaehlii,CACTACEAE,,,,,,,,,,,null,,,,,"Sin Observaciones, sin determino, sin datos etnobotánicos, sin coordenadas ",,,,,4,Michaell,1
1230,1938,C,Planta registrada como muerta el 17/07/2002,"","1998-09-28","",280,Biznaga,Mammillaria,huitzilopochtli,CACTACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1232,1940,C,Planta registrada como muerta el 08/10/2003,J. Rzedowski,"1998-02-25","",27,Copal rojo,Bursera,schlechtendalii,BURSERACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin datos etnobotánicos, sin coordenadas",,,,,4,Michaell,1
1233,1941,C,"","","1998-05-28","",57,Biznaga,Mammillaria,haageana,CACTACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin Observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1234,1942,C,"","","1998-10-03","",139,Cacalosuchil,Plumeria,rubra,APOCYNACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin Observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1235,1943,C,"","","1998-02-27","",102,Biznaga,Ferocactus,latispinus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin Observaciones, sin determino, sin datos etnobotánicos, sin sitio de colecta",,,,,4,Michaell,1
1236,1944,C,"","","1998-02-27","",45,Biznaga,Mammillaria,carnea,CACTACEAE,,,,,,,,,,,plantas ubicadas en la zona de las más secas de Oaxaca.,,,,,"Sin Observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1237,1945,C,"","","1998-02-27","",45,Biznaga,Mammillaria,carnea,CACTACEAE,,,,,,,,,,,null,,,,,"Sin Observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1238,1946,C,"","","1998-02-27","",17,Consuelda,Pittocaulon,praecox,ASTERACEAE,,,,,,,,,,,null,,,,,"Sin Observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1239,1947,C,"","","1998-09-02","",209,Biznaga,Mammillaria,sartorii,CACTACEAE,,,,,,,,,,,null,,,,,"Sin Observaciones, sin determino, sin datos etnobotánicos, sin coordenadas",,,,,4,Michaell,1
1240,1948,C,"","","1998-02-27","",45,Biznaga,Mammillaria,carnea,CACTACEAE,,,,,,,,,,,Plantas ubicadas en la zona de bosque tropical seco.,,,,,"Sin Observaciones, sin determino, sin datos etnobotánicos, sin sitio de colecta",,,,,4,Michaell,1
1241,1949,C,"","","1998-09-25","",281,Palo huesito  ,Poclosperma,buxifolium,PLOCOSPERMATACEAE,,,,,,,,,,,Plantas ubicadas en la zona de bosque tropical seco.,,,,,"Sin Observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1242,1950,C,"","","1998-02-18","",38,Pajaro bobo,Ipomoea,murucoides,CONVOLVULACEAE,,,,,,,,,,,null,,,,,"Sin Observaciones, sin determino, sin datos etnobotánicos, sin sitio de colecta, sin coordenadas, sin altitud",,,,,4,Michaell,1
1243,1951,C,"","","1998-01-15","",103,Palo mulato,Bursera,simaruba,BURSERACEAE,,,,,,,,,,,null,,,,,"Sin Observaciones, sin determino, sin datos etnobotánicos, sin coordenadas, sin altitud",,,,,4,Michaell,1
1244,1952,C,,,"1998-02-27",,103,Palo mulato,Bursera,simaruba,BURSERACEAE,,,,,,,,,,,,,,,,"Sin Observaciones, sin determino, sin datos etnobotánicos",,,,,1,Javier,1
1245,1953,C,"","","1998-01-12","",282,Ciruelo,Spondias,sp.,ANACARDIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin Observaciones, sin determino, sin datos etnobotánicos, sin sitio de colecta, sin altitud, sin coordenadas",,,,,4,Michaell,1
1246,1954,C,"","","1998-01-12","",283,Ciruelo,Spondias,sp.,ANACARDIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin Observaciones, sin determino, sin datos etnobotánicos, sin sitio de colecta, sin altitud, sin coordenadas",,,,,4,Michaell,1
1247,1955,C,"","","1998-01-12","",284,Ciruelo,Spondias,sp.,ANACARDIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin Observaciones, sin determino, sin datos etnobotánicos, sin sitio de colecta, sin altitud, sin coordenadas",,,,,4,Michaell,1
1248,1956,C,"","","1800-01-01","",285,Palo de nuez,"","","",,,,,,,,,,,Plantas ubicadas en el patio del huaje.,,,,,"Sin fecha, sin género, sin especies, sin Observaciones, sin determino, sin datos etnobotánicos, sin sitio de colecta, sin altitud, sin coordenadas",,,,,4,Michaell,1
1249,1957,C,"","","1998-02-26","",45,Biznaga,Mammillaria,carnea,CACTACEAE,,,,,,,,,,,null,,,,,"Sin Observaciones, sin determino, sin datos etnobotánicos, sin coordenadas, sin sitio de colecta, sin municipio",,,,,4,Michaell,1
1250,1958,C,planta registrada como muerta el 11/06/2018,"","1998-02-18","",75,Biznaga,Mammillaria,karwinskiana,CACTACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos ",,,,,4,Michaell,1
1251,1959,C,"","","1998-06-17","",287,Lechuguillo,Hechtia,glomerata,BROMELIACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas, sin sitio de colecta",,,,,4,Michaell,1
1252,1960,C,"","","1998-06-17","",110,Lechuguillo,Hechtia,fosteriana,BROMELIACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas, sin sitio de colecta",,,,,4,Michaell,1
1253,1961,C,"","","1998-06-17","",110,Lechuguillo,Hechtia,fosteriana,BROMELIACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas, sin sitio de colecta",,,,,4,Michaell,1
1254,1962,C,"","","1998-10-05","",296,Biznaga,Mammillaria,haageana,CACTACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas",,,,,4,Michaell,1
1255,1963,C,"","","1998-04-03","",289,Copal,Bursera,sp.,BURSERACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas",,,,,4,Michaell,1
1256,1964,C,"","","1998-04-03","",224,Organito,Cephalocereus,apicicephalium,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1257,1965,C,"","","1998-03-24","",290,Cordoban,Pedilanthus,sp.,EUPHORBIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas, sin sitio de colecta",,,,,4,Michaell,1
1258,1966,C,"","","1800-01-01","",291,"",Euphorbia,sp.,EUPHORBIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin fecha, sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas, sin sitio de colecta, sin municipio",,,,,4,Michaell,1
1259,1967,C,"","","1800-01-01","",292,"",Euphorbia,sp.,EUPHORBIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin fecha, sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas, sin sitio de colecta, sin municipio",,,,,4,Michaell,1
1260,1968,C,"","","1800-01-01","",293,"",Euphorbia,sp.,EUPHORBIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin fecha, sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas, sin sitio de colecta, sin municipio",,,,,4,Michaell,1
1261,1969,C,"","","1800-01-01","",294,"",Euphorbia,sp.,EUPHORBIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin fecha, sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas, sin sitio de colecta, sin municipio",,,,,4,Michaell,1
1262,1970,C,"","","1998-10-29","",295,Organo,Neobuxbaumia,squamulosa,CACTACEAE,,,,,,,,,,,Plantas ubicadas en la zona de bosque tropical seco.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas,",,,,,4,Michaell,1
1263,1971,C,Planta registrada como muerta en 1999,"","1998-10-08","",296,Biznaga,Mammillaria,haageana,CACTACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas,",,,,,4,Michaell,1
1264,1972,C,"","","1998-05-28","",297,Enredadera  ,"","","",,,,,,,,,,,Plantas ubicadas en el patio del huaje.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin coordenadas,, sin sitio de colecta",,,,,4,Michaell,1
1265,1973,C,Planta registrada como muerta el 09/11/2001,"","1998-05-28","",298,arbusto,"","","",,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos, sin coordenadas,",,,,,4,Michaell,1
1266,1974,C,"","","1998-04-28","",27,Copal rojo,Bursera,schlechtendalii,BURSERACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas,",,,,,4,Michaell,1
1267,1975,C,"","","1800-01-01","",299,Salvia,"","","",,,,,,,,,,,Plantas ubicadas en el patio del huaje.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin fecha, sin especie, sin género, sin datos de georreferencia ",,,,,4,Michaell,1
1268,1976,C,"","","1998-04-28","",300,Flor amarilla,"","","",,,,,,,,,,,plantas ubicadas en la zona de las más secas de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin especie, sin género, sin altitud, sin coordenadas",,,,,4,Michaell,1
1269,1977,C,"","","1998-05-28","",1,sin dato,"","","",,,,,,,,,,,Plantas ubicadas en el patio del huaje.,,,,,"Sin planta, sin observaciones, sin determino, sin datos etnobotánicos, sin coordenadas",,,,,4,Michaell,1
1270,1978,C,"","","1800-01-01","",1,sin dato,"","","",,,,,,,,,,,Plantas ubicadas en el patio del huaje.,,,,,Sin Datos,,,,,4,Michaell,1
1271,1979,C,"","","1998-01-01","",301,"",Hylocereus,speciosus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin día, sin mes, sin datos de georreferencia",,,,,4,Michaell,1
1272,1980,C,"","","1998-06-17","",218,Pita,Furcraea,macdougallii,AGAVACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas",,,,,4,Michaell,1
1273,1981,C,"","","1998-06-17","",218,Pita,Furcraea,macdougallii,AGAVACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas",,,,,4,Michaell,1
1274,1982,C,"","","1998-04-27","",303,Mantecoso,Parkinsonia,praecox,CAESALPINIACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas, sin sitio de colecta",,,,,4,Michaell,1
1275,1983,C,"","","1998-05-21","",304,Siempre viva,Sedum,allantoides,CRASSULACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas",,,,,4,Michaell,1
1276,1984,C,"","","1998-05-21","",304,Siempre viva,Sedum,allantoides,CRASSULACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas, sin sitio de colecta",,,,,4,Michaell,1
1277,1985,C,"","","1998-05-21","",304,Siempre viva,Sedum,allantoides,CRASSULACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas, sin sitio de colecta",,,,,4,Michaell,1
1278,1986,C,Planta registrada como muerta en 2002,"","1998-05-21","",304,Siempre viva,Sedum,allantoides,CRASSULACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas, sin sitio de colecta",,,,,4,Michaell,1
1279,1987,C,Planta registrada como muerta en 2002,"","1998-05-21","",304,Siempre viva,Sedum,allantoides,CRASSULACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas, sin sitio de colecta",,,,,4,Michaell,1
1280,1988,C,"","","1998-05-21","",304,Siempre viva,Sedum,allantoides,CRASSULACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas, sin sitio de colecta",,,,,4,Michaell,1
1281,1989,C,"","","1998-05-21","",304,Siempre viva,Sedum,allantoides,CRASSULACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas, sin sitio de colecta",,,,,4,Michaell,1
1282,1990,C,"","","1998-05-21","",304,Siempre viva,Sedum,allantoides,CRASSULACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas, sin sitio de colecta",,,,,4,Michaell,1
1283,1991,C,"","","1998-05-21","",304,Siempre viva,Sedum,allantoides,CRASSULACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas, sin sitio de colecta",,,,,4,Michaell,1
1284,1992,C,"","","1998-05-21","",304,Siempre viva,Sedum,allantoides,CRASSULACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas, sin sitio de colecta",,,,,4,Michaell,1
1285,1993,C,"","","1998-05-21","",304,Siempre viva,Sedum,allantoides,CRASSULACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas, sin sitio de colecta",,,,,4,Michaell,1
1286,1994,C,"","","1998-05-21","",304,Siempre viva,Sedum,allantoides,CRASSULACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin sitio de colecta",,,,,4,Michaell,1
1287,1995,C,"","","1998-05-21","",304,Siempre viva,Sedum,allantoides,CRASSULACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin sitio de colecta",,,,,4,Michaell,1
1288,1996,C,"","","1998-05-21","",304,Siempre viva,Sedum,allantoides,CRASSULACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin sitio de colecta",,,,,4,Michaell,1
1289,1997,C,"","","1998-05-21","",304,Siempre viva,Sedum,allantoides,CRASSULACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin sitio de colecta",,,,,4,Michaell,1
1290,1998,C,"","","1998-05-21","",304,Siempre viva,Sedum,allantoides,CRASSULACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin sitio de colecta",,,,,4,Michaell,1
1291,1999,C,"","","1998-05-21","",304,Siempre viva,Sedum,allantoides,CRASSULACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin sitio de colecta",,,,,4,Michaell,1
1292,1887,C,"","","1998-09-18","",270,Organo,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1293,1916,C,"","","1998-09-25","",215,Organo,Neobuxbaumia,mezcalaensis,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1294,1888,C,"","","1998-09-18","",270,Organo,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1295,1889,C,"","","1998-09-18","",305,Organo liso ,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1296,1890,C,"","","1998-09-18","",305,Organo liso ,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1297,1891,C,"","","1998-09-18","",305,Organo liso ,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1298,1892,C,"","","1998-09-18","",305,Organo liso ,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1299,1893,C,"","","1998-09-18","",305,Organo liso ,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1300,1894,C,"","","1998-09-18","",270,Organo,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1301,1895,C,"","","1998-09-18","",270,Organo,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1302,1896,C,"","","1998-09-18","",270,Organo,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1303,1897,C,"","","1998-09-18","",270,Organo,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1304,1898,C,"","","1998-09-18","",270,Organo,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1305,1899,C,"","","1998-09-18","",270,Organo,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1306,2100,C,"","","1998-10-27","",270,Organo,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1307,2101,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1308,2102,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1309,2103,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1310,2104,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1311,2105,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1312,2106,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1313,2107,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1314,2108,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1315,2109,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1316,2110,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1317,2111,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1318,2112,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1319,2113,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1320,2114,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1321,2115,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1322,2116,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1323,2117,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1325,2118,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1326,2119,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1327,2120,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1328,2121,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1329,2000,C,"","","1996-04-28","",304,Siempre viva,Sedum,allantoides,CRASSULACEAE,,,,,,,,,,,null,,,,,"sin observaciones sin determinó sin datos etnobotánicos, sin altitud, sin altitud, sin coordenadas, sin sitio de colecta , doble municipio",,,,,3,AndresServicio,1
1330,2001,C,"","","1996-04-28","",304,Siempre viva,Sedum,allantoides,CRASSULACEAE,,,,,,,,,,,null,,,,,"sin observaciones sin determinó sin datos etnobotánicos, sin altitud, sin altitud, sin coordenadas, sin sitio de colecta , doble municipio",,,,,3,AndresServicio,1
1331,2122,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
1332,2123,C,"","","1998-10-27","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,1,Javier,1
