"cl_IdColectas","cl_Numero_Clavo","cl_Letra","cl_Comentarios","cl_Recolector","cl_Fecha","cl_Datos_Etnobotanicos","cl_Plantas_idPlantas","cl_Nombre_Comun","cl_Genero","cl_Especie","cl_Familia","cl_protegida","cl_Numero_salida","cl_Caracteristica_Raiz","cl_Altura_planta","cl_DAP","cl_Diametro_Tronco","cl_Diametro_Raiz","cl_Cobertura","cl_Diametro_cepellon","cl_Altura_cepellon","cl_Estado","cl_Forma_Biologica","cl_Conformacion_cepellon","cl_Estado_Fenologico","cl_Ciclo_Vida","cl_Comentarios_de_registro","cl_Tipo_raiz","cl_Forma_Colecta","cl_Revision","cl_Link","cl_Usuarios_idUsuarios","cl_username","cl_active"
2757,3381,C,"","","2000-02-24","",731,Raíz de piedra ,Anthurium,sp.,ARACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2758,3382,C,"","","2000-02-24","",731,Raíz de piedra ,Anthurium,sp.,ARACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2759,3383,C,"","","2000-02-24","",746,Maguey ,Agave,nizandensis,AGAVACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2760,3384,C,"","","2000-02-23","",746,Maguey ,Agave,nizandensis,AGAVACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2761,3385,C,"","","2000-02-24","",747,Maguey,Agave,ghiesbrechtii,AGAVACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2762,3386,C,Planta registrada como muerta el 12/06/2001,"","2000-02-24","",747,Maguey,Agave,ghiesbrechtii,AGAVACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2763,3387,C,"","","2000-02-24","",749,"",Peniocereus,fosterianus,CACTACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2764,3388,C,"","","2000-02-24","",749,"",Peniocereus,fosterianus,CACTACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2765,3389,C,"","","2000-02-24","",751,"",Bromelia,sp.,BROMELIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2766,3390,C,"","","2000-02-24","",752,Bromelia,Tillandsia,nizandensis,BROMELIACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2767,3391,C,"","","2000-02-24","",356,"",Hechtia,sp. nov.,BROMELIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2768,3392,C,"","","2000-02-24","",364,Lechuguillo,Hechtia,sp.,BROMELIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2769,3393,C,"","","2000-02-24","",726,Orquídea  ,"",sp.,ORCHIDACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2770,3394,C,"","","2000-02-24","",726,Orquídea  ,"",sp.,ORCHIDACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2771,3395,C,"","","2000-02-24","",726,Orquídea  ,"",sp.,ORCHIDACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2772,3396,C,"","","2000-02-24","",726,Orquídea  ,"",sp.,ORCHIDACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2773,3397,C,"","","2000-02-24","",726,Orquídea  ,"",sp.,ORCHIDACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2774,3398,C,"","","2000-02-24","",726,Orquídea  ,"",sp.,ORCHIDACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2775,3399,C,"","","2000-02-24","",751,"",Bromelia,sp.,BROMELIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2776,3436,C,"","","2000-02-24","",481,Hierba santa,Piper,sanctum,PIPERACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2777,3437,C,Planta registrada como muerta en la  fecha 31/03/2000,"","2000-03-31","",481,Hierba santa,Piper,sanctum,PIPERACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2778,3438,C,Planta registrada como muerta en la  fecha 16/01/2002,"","2000-03-31","",781,Chilito,Mammillaria,sp.,CACTACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2779,3439,C,Planta registrada como muerta en la  fecha 16/01/2002,"","2000-03-31","",364,Lechuguillo,Hechtia,sp.,BROMELIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2780,3440,C,"","","2000-04-05","",364,Lechuguillo,Hechtia,sp.,BROMELIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2781,3441,C,"","","2000-04-05","",783,Otate ,Chusquea,sp.,GRAMINEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2782,3442,C,"","","2000-05-05","",306,Cantue,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2784,3443,C,Planta registrada como muerta en la  fecha 10/09/2007,"","2000-04-07","",785,Alas de zopilote,Asclepias,linaria,APOCYNACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2785,3444,C,Planta registrada como muerta en la  fecha 07/04/2000,"","2000-03-01","",786,Tepehuaje blanco ,Lysiloma,sp.,MIMOSACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2786,3445,C,"","","2000-04-07","",320,Maguellito ,Tillandsia,sp.,BROMELIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2787,3446,C,"","","2000-05-13","",788,Organo,Isolatocereus,dumortieri,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2788,3447,C,"","","2000-04-14","",270,Organo,Marginatocereus,marginatus,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2789,3448,C,"","","2000-04-17","",789,Algodón silvestre,Gossypium,gossypioides,MALVACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2790,3450,C,"","","2000-04-17","",790,Regalgar ,Tabernaemontana,odontadeniiflora,APOCYNACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2791,3449,C,Planta registrada como muerta en la  fecha 25/05/2000,"","2000-04-17","",789,Algodón silvestre,Gossypium,gossypioides,MALVACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2793,3451,C,Planta registrada como muerta en la  fecha 25/05/2000,"","2000-01-27","",2846,Huayacan,Guaiacum,sanctum,ZYGOPHYLLACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2794,3452,C,Planta registrada como muerta en la  fecha 25/05/2000,"","1800-01-01","",792,Palma    ,Zamia,spartea,ZAMIACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin georeferencias ",,,,,4,Michaell,1
2795,3453,C,"","","2000-02-09","",755,Orquídea  ,"",sp.,ORCHIDACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos ",,,,,4,Michaell,1
2797,3454,C,Planta registrada como muerta en la fecha 25/05/2001,"","2000-02-09","",794,Palma de coquito,Acrocomia,aculeata,ARECACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos ",,,,,4,Michaell,1
2799,3455,C,"","","1800-01-01","",795,Sonzapote ,"","","",,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos ",,,,,4,Michaell,1
2800,3456,C,"","","2000-04-27","",796,Ciruelo amarillo,Spondias,mombin,ANACARDIACEAE,,,,,,,,,,,Plantas ubicadas en la zona de bosque tropical humedo.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2801,3457,C,"","","2000-04-27","",139,Cacalosuchil,Plumeria,rubra,APOCYNACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,1,Javier,1
2802,3458,C,"","","2000-04-27","",139,Cacalosuchil,Plumeria,rubra,APOCYNACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,1,Javier,1
2803,3459,C,Planta registrada como muerta en la  fecha 03/05/2000,"","2000-05-03","",797,Chico zapote   ,Manilkara,zapota,SAPOTACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,1,Javier,1
2804,3460,C,Planta registrada como muerta en la  fecha 29/04/2001,"","2000-05-03","",797,Chico zapote   ,Manilkara,zapota,SAPOTACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,1,Javier,1
2805,3461,C,"","","2000-05-04","",798,Mamey ,Pouteria,sapota,SAPOTACEAE,,,,,,,,,,,Plantas ubicadas en la zona de bosque tropical humedo.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2806,3462,C,"","","2000-03-24","",799,Anona,Annona,purpurea,ANNONACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2807,3463,C,Planta registrada como muerta el 05/05/2000,"","2000-05-05","",800,Capulín silvestre ,Ardisia,rekoi,MYRSINACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2808,3464,C,"",J. Rzedowski / R. Medina Lemos,"2000-05-10","",801,Copal virgen,Bursera,bipinnata,BURSERACEAE,,,,,,,,,,,Plantas ubicadas en la zona de bosque tropical seco.,,,,,"Sin observaciones, sin datos etnobotánicos",,,,,4,Michaell,1
2809,3465,C,"","","2000-05-10","",802,Cobano - Caoba,Swietenia,aff. cirrhata,MELIACEAE,,,,,,,,,,,Plantas ubicadas en la zona de bosque tropical humedo.,,,,,"Sin observaciones,  sin determino,sin datos etnobotánicos",,,,,4,Michaell,1
2810,3466,C,"","","2000-05-10","",803,Ciruelo silvestre,Spondias,mombin,ANACARDIACEAE,,,,,,,,,,,Plantas ubicadas en la zona de bosque tropical humedo.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2811,3467,C,"","","2000-05-16","",804,Encino,Quercus,conzattii,FAGACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2812,3468,C,"","","2000-05-19","",805,Aguacate       ,Persea,sp.,LAURACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2813,3469,C,Planta registrada como muerta el 15/05/2005,"","2000-04-12","",806,Chilito,Mammillaria,sp.,CACTACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2814,3470,C,"","","2000-04-12","",807,Lechuguillo,Hechtia,sp.,BROMELIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2815,3471,C,"","","2000-05-24","",808,Aguacate criollo,Persea,sp.,LAURACEAE,,,,,,,,,,,Plantas ubicadas en la zona de bosque tropical humedo.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2816,3472,C,Planta registrada como muerta el 25/05/2000,"","2000-05-25","",809,Pipe ,Sapindus,sp.,SAPINDACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2817,3473,C,,,"2000-05-25",,802,Cobano - Caoba,Swietenia,aff. cirrhata,MELIACEAE,,,,,,,,,,,Plantas ubicadas en la zona de bosque tropical humedo.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,1,Javier,1
2818,3474,C,Planta registrada como muerta el 05/05/2000,"","2000-05-25","",810,Nanche silvestre ,Adelia,oaxacana,EUPHORBIACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2819,3475,C,Planta registrada como muerta el 21/02/2002,"","2000-05-30","",377,Guayabo,Psidium,guajava,MYRTACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas",,,,,4,Michaell,1
2820,3476,C,"","","2000-06-01","",139,Cacalosuchil,Plumeria,rubra,APOCYNACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas",,,,,4,Michaell,1
2821,3477,C,Planta registrada como muerta el 11/06/2018,"","2000-06-02","",812,Palma real ,Dioon,merolae,ZAMIACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2822,3478,C,"","","2000-06-02","",813,Pata de elefante   ,Beaucarnea,recurvata,ASPARAGACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2823,3479,C,Planta registrada como muerta el 07/06/2017,"","2000-06-02","",813,Pata de elefante   ,Beaucarnea,recurvata,ASPARAGACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2824,3480,C,"","","2000-06-03","",139,Cacalosuchil,Plumeria,rubra,APOCYNACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2825,3481,C,"","","2000-06-07","",139,Cacalosuchil,Plumeria,rubra,APOCYNACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2826,3482,C,"","","2000-06-08","",815,Pata de elefante   ,Beaucarnea,stricta,ASPARAGACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2827,3483,C,"","","2000-06-08","",815,Pata de elefante   ,Beaucarnea,stricta,ASPARAGACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2828,3484,C,"","","2000-06-08","",816,Pata de elefante   ,Beaucarnea,sp.,ASPARAGACEAE,,,,,,,,,,,plantas ubicadas en la zona de las más secas de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2829,3485,C,"","","2000-06-08","",388,Organo,Pachycereus,pecten-aboriginum,CACTACEAE,,,,,,,,,,,Plantas ubicadas en la zona de bosque tropical seco.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2830,3486,C,"","","2000-06-11","",817,Nardo,Agave,polianthes,AGAVACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, Sin coordenadas",,,,,4,Michaell,1
2831,3487,C,"","","2000-06-11","",817,Nardo,Agave,polianthes,AGAVACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, Sin coordenadas",,,,,4,Michaell,1
2832,3488,C,"","","2000-06-15","",818,Árbol que quema ,Jatropha,sp.,EUPHORBIACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2833,3489,C,"","","2000-06-15","",819,Palmillo,Dioon,sp.,ZAMIACEAE,,,,,,,,,,,plantas ubicadas en la zona de las más secas de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
2834,3490,C,,,"2000-06-15",,215,Organo,Neobuxbaumia,mezcalaensis,CACTACEAE,,,,,,,,,,,,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,1,Javier,1
2835,3491,C,Planta registrada como muerta en la  fecha 09/06/2003,,"2000-06-15",,215,Organo,Neobuxbaumia,mezcalaensis,CACTACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,1,Javier,1
2836,3492,C,,,"2000-06-15",,215,Organo,Neobuxbaumia,mezcalaensis,CACTACEAE,,,,,,,,,,,,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,1,Javier,1
2837,3493,C,,,"2000-06-15",,215,Organo,Neobuxbaumia,mezcalaensis,CACTACEAE,,,,,,,,,,,,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,1,Javier,1
2838,3494,C,,,"2000-06-15",,215,Organo,Neobuxbaumia,mezcalaensis,CACTACEAE,,,,,,,,,,,,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,1,Javier,1
2839,3495,C,,,"2000-06-15",,215,Organo,Neobuxbaumia,mezcalaensis,CACTACEAE,,,,,,,,,,,Plantas ubicadas en la zona de bosque tropical seco.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,1,Javier,1
2840,3496,C,,,"2000-06-15",,215,Organo,Neobuxbaumia,mezcalaensis,CACTACEAE,,,,,,,,,,,,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,1,Javier,1
2841,3497,C,,,"2000-06-15",,215,Organo,Neobuxbaumia,mezcalaensis,CACTACEAE,,,,,,,,,,,Plantas ubicadas en la zona de bosque tropical seco.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,1,Javier,1
2842,3498,C,,,"2000-06-15",,215,Organo,Neobuxbaumia,mezcalaensis,CACTACEAE,,,,,,,,,,,,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,1,Javier,1
2843,3499,C,,,"2000-06-15",,215,Organo,Neobuxbaumia,mezcalaensis,CACTACEAE,,,,,,,,,,,Plantas ubicadas en la zona de bosque tropical seco.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,1,Javier,1
2844,3500,C,"","","1800-01-01","",139,Cacalosuchil,Plumeria,rubra,APOCYNACEAE,,,,,,,,,,,plantas ubicadas en la zona de las más secas de Oaxaca.,,,,,"Sin datos, en el excel viene registrada como Pata de elefante(Beaucarnea stricta)  y el municipio es Santo Domingo Tonalá ",,,,,3,AndresServicio,1
2845,3501,C,"","","1800-01-01","",205,Pata de elefante ,Beaucarnea,sp.,ASPARAGACEAE,,,,,,,,,,,plantas ubicadas en la zona de las más secas de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
2846,3508,C,"","","2000-06-15","",826,Biznaga,Mammillaria,tonalensis,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin coordenadas, hoja rota en la bitacora",,,,,3,AndresServicio,1
2847,3509,C,"","","2000-06-13","",827,Chepiche ,Porophyllum,tagetoides,ASTERACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin coordenadas, hoja rota en la bitacora",,,,,3,AndresServicio,1
2848,3510,C,Planta registrada como muerta en la  fecha 05/11/2001,"","2000-06-13","",828,Chepil ,Crotalaria,pumila,FABACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos, sin coordenadas, hoja rota en la bitacora",,,,,3,AndresServicio,1
2849,3511,C,"","","2000-06-13","",829,Hierba de conejo ,Tridax,coronopifolia,ASTERACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
2850,3512,C,Planta registrada como muerta en la  fecha 18/07/2002,"","2000-06-13","",139,Cacalosuchil,Plumeria,rubra,APOCYNACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
2852,3513,C,Planta registrada como muerta en la fecha  12/11/2002   Y  28/01/2003,"","2000-06-15","",502,Azucena ,"","","",,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
2853,3514,C,Planta registrada como muerta en la fecha 16/06/2001,"","2000-06-15","",502,Azucena ,"","","",,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
2854,3515,C,"","","2000-06-15","",2269,Guichila ,"",sp.,ORCHIDACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
2855,3516,C,Planta registrada como muerta en la fecha 12/11/2002,"","2000-06-15","",726,Orquídea  ,"",sp.,ORCHIDACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
2856,3517,C,"","","2000-06-15","",320,Maguellito ,Tillandsia,sp.,BROMELIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
2857,3519,C,"","","2000-06-22","",834,Noche buena,Euphorbia,pulcherrima,EUPHORBIACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
2858,3520,C,Planta registrada como muerta en la  fecha 25/01/2000,"","2000-06-22","",835,"",Tigridia,pavonia,IRIDACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
2859,3522,C,"","","2000-06-23","",837,Quiebra plato,Merremia,sp.,CONVOLVULACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
2860,3523,C,"","","2000-06-27","",838,Orquídea  ,Encyclia,microbulbon,ORCHIDACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin coordenadas",,,,,3,AndresServicio,1
2861,3524,C,"","","2000-06-27","",726,Orquídea  ,"",sp.,ORCHIDACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin coordenadas",,,,,3,AndresServicio,1
2862,3525,C,"",J. Rzedowski,"2000-06-28","",24,Copal,Bursera,fagaroides,BURSERACEAE,,,,,,,,,,,Plantas ubicadas en la zona de bosque tropical seco.,,,,,"Sin observaciones, sin datos etnobotánicos, sin altitud, sin coordenadas",,,,,3,AndresServicio,1
2863,3526,C,"",J. Rzedowski / R. Medina Lemos,"2000-06-28","",841,Copal,Bursera,bicolor,BURSERACEAE,,,,,,,,,,,Plantas ubicadas en la zona de bosque tropical seco.,,,,,"Sin observaciones, sin datos etnobotánicos, sin altitud, sin coordenadas",,,,,3,AndresServicio,1
2864,3527,C,J. Rzedowski / R. Medina Lemos,"","2000-06-28","",842,Palma real ,Dioon,sp.,ZAMIACEAE,,,,,,,,,,,plantas ubicadas en la zona de las más secas de Oaxaca.,,,,,"Sin observaciones, sin datos etnobotánicos, sin altitud, sin coordenadas",,,,,3,AndresServicio,1
2865,3528,C,Planta registrada como muerta el 06/08/2001,"","2000-06-28","",842,Palma real ,Dioon,sp.,ZAMIACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas",,,,,3,AndresServicio,1
2866,3529,C,"","","2000-06-28","",741,Palma real ,Dioon,merolae,ZAMIACEAE,,,,,,,,,,,plantas ubicadas en la zona de las más secas de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas",,,,,3,AndresServicio,1
2867,3530,C,Planta registrada como muerta el 18/12/2003,"","2000-06-29","",274,Biznaga,Mammillaria,sp.,CACTACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
2868,3531,C,Planta registrada como muerta el 21/06/2000,"","2000-06-29","",274,Biznaga,Mammillaria,sp.,CACTACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
2869,3532,C,Planta registrada como muerta el 29/06/2000,"","2000-06-29","",274,Biznaga,Mammillaria,sp.,CACTACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
2870,3533,C,Planta registrada como muerta el 29/06/2000,"","2000-06-29","",274,Biznaga,Mammillaria,sp.,CACTACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
